TOKEN	IS_ANSWER	TOPIC_NUM	POST_NUM	SENT_NUM	TOKEN_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	NER	COREFERENCE_CLUSTER	NUMBER
т.е	1	21	42	8	1728						ROOT	т.е					0	0	
просто	1	21	42	9	1729					PRCL	advmod	анализ	inan	nomn	masc	NOUN	0	0	
анализ	1	21	42	9	1730	inan	nomn	masc		NOUN	ROOT	анализ	inan	nomn	masc	NOUN	0	0	sing
если	1	21	42	10	1731					CONJ	mark	провозгласила			femn	VERB	0	0	
например	1	21	42	10	1732					CONJ	parataxis	провозгласила			femn	VERB	0	0	
воз	1	21	42	10	1733	inan	gent	femn		NOUN	nsubj	провозгласила			femn	VERB	0	0	sing
провозгласила	1	21	42	10	1734			femn		VERB	advcl	грядет				VERB	0	0	sing
что	1	21	42	10	1735					CONJ	mark	грядет				VERB	0	0	
грядет	1	21	42	10	1736				3per	VERB	ROOT	грядет				VERB	0	0	sing
ужасная	1	21	42	10	1737		nomn	femn		ADJF	amod	пандемия	inan	nomn	femn	NOUN	0	0	sing
пандемия	1	21	42	10	1738	inan	nomn	femn		NOUN	nsubj	грядет				VERB	0	0	sing
свиного	1	21	42	10	1739		gent	masc		ADJF	amod	гриппа	inan	gent	masc	NOUN	0	0	sing
гриппа	1	21	42	10	1740	inan	gent	masc		NOUN	nmod	пандемия	inan	nomn	femn	NOUN	0	0	sing
и	1	21	42	10	1741					CONJ	cc	закупаться				INFN	0	0	
всем	1	21	42	10	1742		datv			ADJF	iobj	закупаться				INFN	0	0	plur
срочно	1	21	42	10	1743					ADVB	advmod	закупаться				INFN	0	0	
закупаться	1	21	42	10	1744					INFN	conj	грядет				VERB	0	0	
тамифлю	1	21	42	10	1745				1per	VERB	obj	закупаться				INFN	0	0	sing
а	1	21	42	10	1746					CONJ	cc	сказало			neut	VERB	0	0	
кокрейновское	1	21	42	10	1747		nomn	neut		ADJF	amod	сообщество	inan	accs	neut	NOUN	0	0	sing
сообщество	1	21	42	10	1748	inan	accs	neut		NOUN	nsubj	сказало			neut	VERB	0	0	sing
по	1	21	42	10	1749					PREP	case	результатам	inan	datv	masc	NOUN	0	0	
результатам	1	21	42	10	1750	inan	datv	masc		NOUN	obl	сказало			neut	VERB	0	0	plur
анализа	1	21	42	10	1751	inan	gent	masc		NOUN	nmod	результатам	inan	datv	masc	NOUN	0	0	sing
исследований	1	21	42	10	1752	inan	gent	neut		NOUN	nmod	анализа	inan	gent	masc	NOUN	0	0	plur
сказало	1	21	42	10	1753			neut		VERB	conj	грядет				VERB	0	0	sing
что	1	21	42	10	1754					CONJ	mark	ерунда	inan	nomn	femn	NOUN	0	0	
это	1	21	42	10	1755					PRCL	nsubj	ерунда	inan	nomn	femn	NOUN	0	0	
ерунда	1	21	42	10	1756	inan	nomn	femn		NOUN	ccomp	сказало			neut	VERB	0	0	sing
и	1	21	42	10	1757					CONJ	cc	стоит				VERB	0	0	
безосновательное	1	21	42	10	1758		nomn	neut		ADJF	amod	запугивание	inan	nomn	neut	NOUN	0	0	sing
запугивание	1	21	42	10	1759	inan	nomn	neut		NOUN	nsubj	стоит				VERB	0	0	sing
стоит	1	21	42	10	1760					VERB	conj	ерунда	inan	nomn	femn	NOUN	0	0	sing
к	1	21	42	10	1761					PREP	case	ним		datv		NPRO	0	0	
ним	1	21	42	10	1762		datv		3per	NPRO	obl	прислушаться				INFN	0	0	plur
прислушаться	1	21	42	10	1763					INFN	csubj	стоит				VERB	0	0	
имхo	1	21	42	10	1764						conj	ерунда	inan	nomn	femn	NOUN	0	0	
хотя	1	21	42	11	1765					CONJ	mark	можно				PRED	0	0	
можно	1	21	42	11	1766					PRED	ROOT	можно				PRED	0	0	
назвать	1	21	42	11	1767					INFN	csubj	можно				PRED	0	0	
это	1	21	42	11	1768					PRCL	obj	назвать				INFN	0	0	
свиной	1	21	42	11	1769		nomn	masc		ADJF	amod	грипп	inan	nomn	masc	NOUN	0	0	sing
грипп	1	21	42	11	1770	inan	nomn	masc		NOUN	xcomp	назвать				INFN	0	0	sing
диссиденством	1	21	42	11	1771	inan	ablt	neut		NOUN	obl	назвать				INFN	0	0	sing
например	1	21	42	11	1772					CONJ	parataxis	назвать				INFN	0	0	
т.е	1	21	42	12	1773						ROOT	т.е					0	0	
тут	1	21	42	13	1774					ADVB	advmod	возникает				VERB	0	0	
возникает	1	21	42	13	1775				3per	VERB	ROOT	возникает				VERB	0	0	sing
вопрос	1	21	42	13	1776	inan	nomn	masc		NOUN	nsubj	возникает				VERB	0	0	sing
а	1	21	42	13	1777					CONJ	nsubj	возникает				VERB	0	0	
насколько	1	21	42	13	1778					ADVB	advmod	можно				PRED	0	0	
можно	1	21	42	13	1779					PRED	advmod	возникает				VERB	0	0	
доверять	1	21	42	13	1780					INFN	csubj	можно				PRED	0	0	
рекомендациям	1	21	42	13	1781	inan	datv	femn		NOUN	iobj	доверять				INFN	0	0	plur
тех	1	21	42	13	1782		gent			ADJF	det	организаций	inan	gent	femn	NOUN	0	0	plur
или	1	21	42	13	1783					CONJ	cc	иных		gent		ADJF	0	0	
иных	1	21	42	13	1784		gent			ADJF	conj	тех		gent		ADJF	0	0	plur
организаций	1	21	42	13	1785	inan	gent	femn		NOUN	nmod	рекомендациям	inan	datv	femn	NOUN	0	0	plur
когда	1	21	42	13	1786					CONJ	mark	имеют				VERB	0	0	
многие	1	21	42	13	1787		nomn			NPRO	nsubj	имеют				VERB	0	0	plur
из	1	21	42	13	1788					PREP	case	участников	anim	gent	masc	NOUN	0	0	
их	1	21	42	13	1789		accs		3per	NPRO	nmod	участников	anim	gent	masc	NOUN	0	0	plur
участников	1	21	42	13	1790	anim	gent	masc		NOUN	nmod	многие		nomn		NPRO	0	0	plur
имеют	1	21	42	13	1791				3per	VERB	advcl	доверять				INFN	0	0	plur
тесные	1	21	42	13	1792	inan	accs			ADJF	amod	связи	inan	gent	femn	NOUN	0	0	plur
связи	1	21	42	13	1793	inan	gent	femn		NOUN	obj	имеют				VERB	0	0	sing
с	1	21	42	13	1794					PREP	case	фарбизнесом	inan	ablt	masc	NOUN	0	0	
фарбизнесом	1	21	42	13	1795	inan	ablt	masc		NOUN	nmod	связи	inan	gent	femn	NOUN	0	0	sing
и	1	21	42	13	1796					CONJ	cc	фин.конфликты	inan	nomn	masc	NOUN	0	0	
фин.конфликты	1	21	42	13	1797	inan	nomn	masc		NOUN	conj	связи	inan	gent	femn	NOUN	0	0	plur
интересов	1	21	42	13	1798	inan	gent	masc		NOUN	nmod	фин.конфликты	inan	nomn	masc	NOUN	0	0	plur
_	1	21	43	0	1799						punct	"					0	0	
"						0											0	0	
serg	1	21	43	0	1800						flat:foreign	_					0	0	
_	1	21	43	0	1801						punct	_					0	0	
писал(а	1	21	43	0	1802	inan	gent	masc		NOUN	ROOT	писал(а	inan	gent	masc	NOUN	0	0	sing
7	1	21	43	0	1803						nummod	июл					0	0	
июл	1	21	43	0	1804						ROOT	июл					0	0	
2018	1	21	43	0	1805						amod	11:11					0	0	
11:11	1	21	43	0	1806						nmod	июл					0	0	
вы	1	21	43	0	1807		nomn		2per	NPRO	nsubj	имеете				VERB	0	0	plur
кого	1	21	43	0	1808		gent	masc		NPRO	obj	имеете				VERB	0	0	sing
конкретно	1	21	43	0	1809					ADVB	advmod	кого		gent	masc	NPRO	0	0	
имеете	1	21	43	0	1810				2per	VERB	ROOT	имеете				VERB	0	0	plur
в	1	21	43	0	1811					PREP	advmod	имеете				VERB	0	0	
виду	1	21	43	0	1812	inan	loc2	masc		NOUN	fixed	в				PREP	0	0	sing
и	1	21	43	1	1813					CONJ	cc	дайте				VERB	0	0	
дайте	1	21	43	1	1814					VERB	ROOT	дайте				VERB	0	0	plur
пруф	1	21	43	1	1815	anim	nomn	masc		NOUN	obj	дайте				VERB	0	0	sing
подтверждающий	1	21	43	1	1816		nomn	masc		PRTF	acl	пруф	anim	nomn	masc	NOUN	0	0	sing
получение	1	21	43	1	1817	inan	accs	neut		NOUN	obj	подтверждающий		nomn	masc	PRTF	0	0	sing
ими	1	21	43	1	1818		ablt		3per	NPRO	nmod	получение	inan	accs	neut	NOUN	0	0	plur
зарплаты	1	21	43	1	1819	inan	gent	femn		NOUN	nmod	получение	inan	accs	neut	NOUN	0	0	sing
от	1	21	43	1	1820					PREP	case	нац.минздрава	inan	gent	masc	NOUN	0	0	
нац.минздрава	1	21	43	1	1821	inan	gent	masc		NOUN	nmod	получение	inan	accs	neut	NOUN	0	0	sing
всех	1	21	43	2	1822		gent			ADJF	det	вгс					0	0	plur
вгс	1	21	43	2	1823						ROOT	вгс					0	0	
диссидентов	1	21	43	2	1824	anim	gent	masc		NOUN	obl	вгс					0	0	plur
по	1	21	43	2	1825					PREP	case	ссылкам	inan	datv	femn	NOUN	0	0	
вашим	1	21	43	2	1826		datv			ADJF	det	ссылкам	inan	datv	femn	NOUN	0	0	plur
ссылкам	1	21	43	2	1827	inan	datv	femn		NOUN	obl	вгс					0	0	plur
они	1	21	43	3	1828		nomn		3per	NPRO	nsubj	персонал	inan	nomn	masc	NOUN	0	0	plur
все	1	21	43	3	1829					PRCL	det	персонал	inan	nomn	masc	NOUN	0	0	
наёмный	1	21	43	3	1830		nomn	masc		ADJF	amod	персонал	inan	nomn	masc	NOUN	0	0	sing
персонал	1	21	43	3	1831	inan	nomn	masc		NOUN	ROOT	персонал	inan	nomn	masc	NOUN	0	0	sing
госклиник	1	21	43	3	1832	inan	gent	femn		NOUN	nmod	персонал	inan	nomn	masc	NOUN	0	0	plur
а	1	21	43	3	1833					CONJ	cc	получает				VERB	0	0	
любой	1	21	43	3	1834		gent	femn		ADJF	det	сотрудник	anim	nomn	masc	NOUN	0	0	sing
сотрудник	1	21	43	3	1835	anim	nomn	masc		NOUN	nsubj	получает				VERB	0	0	sing
госклиники	1	21	43	3	1836	inan	gent	femn		NOUN	nmod	сотрудник	anim	nomn	masc	NOUN	0	0	sing
получает	1	21	43	3	1837				3per	VERB	conj	персонал	inan	nomn	masc	NOUN	0	0	sing
зарплату	1	21	43	3	1838	inan	accs	femn		NOUN	obj	получает				VERB	0	0	sing
от	1	21	43	3	1839					PREP	case	минздрава	inan	gent	masc	NOUN	0	0	
национального	1	21	43	3	1840		gent	neut		ADJF	amod	минздрава	inan	gent	masc	NOUN	0	0	sing
минздрава	1	21	43	3	1841	inan	gent	masc		NOUN	obl	получает				VERB	0	0	sing
ну	1	21	43	4	1842					PRCL	discourse	питается				VERB	0	0	
или	1	21	43	4	1843					CONJ	cc	духом	inan	ablt	masc	NOUN	0	0	
святым	1	21	43	4	1844		ablt	masc		ADJF	amod	духом	inan	ablt	masc	NOUN	0	0	sing
духом	1	21	43	4	1845	inan	ablt	masc		NOUN	conj	ну				PRCL	0	0	sing
питается	1	21	43	4	1846				3per	VERB	ROOT	питается				VERB	0	0	sing
если	1	21	43	4	1847					CONJ	mark	доплачивает				VERB	0	0	
гос	1	21	43	4	1848	inan	nomn	masc		NOUN	nsubj	доплачивает				VERB	0	0	sing
во	1	21	43	4	1849					PREP	case	зарплату	inan	accs	femn	NOUN	0	0	
зарплату	1	21	43	4	1850	inan	accs	femn		NOUN	obl	доплачивает				VERB	0	0	sing
регулярно	1	21	43	4	1851					ADVB	advmod	доплачивает				VERB	0	0	
не	1	21	43	4	1852					PRCL	advmod	доплачивает				VERB	0	0	
доплачивает	1	21	43	4	1853				3per	VERB	advcl	питается				VERB	0	0	sing
неужели	1	21	43	5	1854					PRCL	advmod	надо				PRED	0	0	
надо	1	21	43	5	1855					PRED	ROOT	надо				PRED	0	0	
доказывать	1	21	43	5	1856					INFN	csubj	надо				PRED	0	0	
что	1	21	43	5	1857					CONJ	mark	получает				VERB	0	0	
врач	1	21	43	5	1858	anim	nomn	masc		NOUN	nsubj	получает				VERB	0	0	sing
в	1	21	43	5	1859					PREP	case	госклинике	inan	datv	femn	NOUN	0	0	
госклинике	1	21	43	5	1860	inan	datv	femn		NOUN	nmod	врач	anim	nomn	masc	NOUN	0	0	sing
получает	1	21	43	5	1861				3per	VERB	ccomp	доказывать				INFN	0	0	sing
зарплату	1	21	43	5	1862	inan	accs	femn		NOUN	obj	получает				VERB	0	0	sing
от	1	21	43	5	1863					PREP	case	минздрава	inan	gent	masc	NOUN	0	0	
национального	1	21	43	5	1864		gent	neut		ADJF	amod	минздрава	inan	gent	masc	NOUN	0	0	sing
минздрава	1	21	43	5	1865	inan	gent	masc		NOUN	obl	получает				VERB	0	0	sing
хотя	1	21	43	6	1866					CONJ	mark	похоже				ADVB	0	0	
в	1	21	43	6	1867					PREP	case	россии	inan	gent	femn	NOUN	0	0	
россии	1	21	43	6	1868	inan	gent	femn		NOUN	obl	похоже				ADVB	0	0	sing
часто	1	21	43	6	1869					ADVB	advmod	похоже				ADVB	0	0	
похоже	1	21	43	6	1870					ADVB	ROOT	похоже				ADVB	0	0	
на	1	21	43	6	1871					PREP	case	то				CONJ	0	0	
то	1	21	43	6	1872					CONJ	obl	похоже				ADVB	0	0	
что	1	21	43	6	1873					CONJ	mark	платит				VERB	0	0	
врачу	1	21	43	6	1874	anim	datv	masc		NOUN	iobj	платит				VERB	0	0	sing
государство	1	21	43	6	1875	inan	nomn	neut		NOUN	nsubj	платит				VERB	0	0	sing
не	1	21	43	6	1876					PRCL	advmod	платит				VERB	0	0	
платит	1	21	43	6	1877				3per	VERB	acl	то				CONJ	0	0	sing
ничего	1	21	43	6	1878					ADVB	obj	платит				VERB	0	0	
даёт	1	21	43	6	1879				3per	VERB	parataxis	ничего				ADVB	0	0	sing
стетоскоп	1	21	43	6	1880	inan	nomn	masc		NOUN	nmod	даёт				VERB	0	0	sing
а	1	21	43	6	1881					CONJ	obj	даёт				VERB	0	0	
дальше	1	21	43	6	1882					COMP	advmod	даёт				VERB	0	0	
как	1	21	43	6	1883					CONJ	case	гаишник	anim	nomn	masc	NOUN	0	0	
гаишник	1	21	43	6	1884	anim	nomn	masc		NOUN	conj	даёт				VERB	0	0	sing
с	1	21	43	6	1885					PREP	case	палочкой	inan	ablt	femn	NOUN	0	0	
полосатой	1	21	43	6	1886		gent	femn		ADJF	amod	палочкой	inan	ablt	femn	NOUN	0	0	sing
палочкой	1	21	43	6	1887	inan	ablt	femn		NOUN	nmod	гаишник	anim	nomn	masc	NOUN	0	0	sing
выкручивайся	1	21	43	6	1888					VERB	acl	гаишник	anim	nomn	masc	NOUN	0	0	sing
сам	1	21	43	6	1889		nomn	masc		ADJF	acl	выкручивайся				VERB	0	0	sing
kargyraa	0	21	44	0	1890						ROOT	kargyraa					0	0	
ну	0	21	44	0	1891					PRCL	discourse	дайте				VERB	0	0	
вы	0	21	44	0	1892		nomn		2per	NPRO	nsubj	дайте				VERB	0	0	plur
конкретно	0	21	44	0	1893					ADVB	advmod	дайте				VERB	0	0	
дайте	0	21	44	0	1894					VERB	ROOT	дайте				VERB	0	0	plur
пруф	0	21	44	0	1895	anim	nomn	masc		NOUN	obj	дайте				VERB	0	0	sing
о	0	21	44	0	1896					PREP	case	ком		loct	masc	NPRO	0	0	
ком	0	21	44	0	1897		loct	masc		NPRO	obl	говорите				VERB	0	0	sing
говорите	0	21	44	0	1898				2per	VERB	acl:relcl	пруф	anim	nomn	masc	NOUN	0	0	plur
много	0	21	44	1	1899					ADVB	nsubj	работают				VERB	0	0	
специалистов	0	21	44	1	1900	anim	gent	masc		NOUN	obl	много				ADVB	0	0	plur
работают	0	21	44	1	1901				3per	VERB	ROOT	работают				VERB	0	0	plur
в	0	21	44	1	1902					PREP	case	клиниках	inan	loct	femn	NOUN	0	0	
частных	0	21	44	1	1903		gent			ADJF	amod	клиниках	inan	loct	femn	NOUN	0	0	plur
клиниках	0	21	44	1	1904	inan	loct	femn		NOUN	obl	работают				VERB	0	0	plur
исследовательских	0	21	44	1	1905		gent			ADJF	amod	центрах	inan	loct	masc	NOUN	0	0	plur
центрах	0	21	44	1	1906	inan	loct	masc		NOUN	conj	клиниках	inan	loct	femn	NOUN	0	0	plur
институтах	0	21	44	1	1907	inan	loct	masc		NOUN	appos	центрах	inan	loct	masc	NOUN	0	0	plur
не	0	21	44	1	1908					PRCL	advmod	получая				GRND	0	0	
получая	0	21	44	1	1909					GRND	advcl	работают				VERB	0	0	
зарплату	0	21	44	1	1910	inan	accs	femn		NOUN	obj	получая				GRND	0	0	sing
от	0	21	44	1	1911					PREP	case	государства	inan	gent	neut	NOUN	0	0	
государства	0	21	44	1	1912	inan	gent	neut		NOUN	nmod	зарплату	inan	accs	femn	NOUN	0	0	sing
_	0	21	45	0	1913						punct	"					0	0	
"						0											0	0	
serg	0	21	45	0	1914						flat:foreign	_					0	0	
_	0	21	45	0	1915						flat:foreign	_					0	0	
исследовательские	0	21	45	0	1916	inan	accs			ADJF	amod	центры	inan	nomn	masc	NOUN	0	0	plur
центры	0	21	45	0	1917	inan	nomn	masc		NOUN	conj	"					0	0	
"						0	plur										0	0	
и	0	21	45	0	1918					CONJ	cc	институты	inan	nomn	masc	NOUN	0	0	
институты	0	21	45	0	1919	inan	nomn	masc		NOUN	conj	"					0	0	
"						0	plur										0	0	
все	0	21	45	0	1920					PRCL	nsubj	госфинансировании	inan	loct	neut	NOUN	0	0	
на	0	21	45	0	1921					PREP	case	госфинансировании	inan	loct	neut	NOUN	0	0	
госфинансировании	0	21	45	0	1922	inan	loct	neut		NOUN	conj	"					0	0	
"						0	sing										0	0	
поскольку	0	21	45	0	1923					CONJ	mark	представляют				VERB	0	0	
представляют	0	21	45	0	1924				3per	VERB	advcl	госфинансировании	inan	loct	neut	NOUN	0	0	plur
собой	0	21	45	0	1925		ablt			NPRO	fixed	представляют				VERB	0	0	sing
фундаментальную	0	21	45	0	1926		accs	femn		ADJF	amod	науку	inan	accs	femn	NOUN	0	0	sing
науку	0	21	45	0	1927	inan	accs	femn		NOUN	obj	представляют				VERB	0	0	sing
на	0	21	45	0	1928					PREP	case	которую		accs	femn	ADJF	0	0	
которую	0	21	45	0	1929		accs	femn		ADJF	obl	желают				VERB	0	0	sing
частники	0	21	45	0	1930	anim	nomn	masc		NOUN	nsubj	желают				VERB	0	0	plur
тратиться	0	21	45	0	1931					INFN	xcomp	желают				VERB	0	0	
не	0	21	45	0	1932					PRCL	advmod	желают				VERB	0	0	
желают	0	21	45	0	1933				3per	VERB	acl:relcl	науку	inan	accs	femn	NOUN	0	0	plur
частники	0	21	45	1	1934	anim	nomn	masc		NOUN	nsubj	финансируют				VERB	0	0	plur
финансируют	0	21	45	1	1935				3per	VERB	ROOT	финансируют				VERB	0	0	plur
только	0	21	45	1	1936					ADVB	advmod	прикладников	anim	gent	masc	NOUN	0	0	
прикладников	0	21	45	1	1937	anim	gent	masc		NOUN	obj	финансируют				VERB	0	0	plur
говорить	0	21	45	2	1938					INFN	xcomp	есть				INFN	0	0	
же	0	21	45	2	1939					PRCL	advmod	говорить				INFN	0	0	
о	0	21	45	2	1940					PREP	case	самоокупаемости	inan	gent	femn	NOUN	0	0	
самоокупаемости	0	21	45	2	1941	inan	gent	femn		NOUN	obl	говорить				INFN	0	0	sing
фундаментальных	0	21	45	2	1942		gent			ADJF	amod	исследований	inan	gent	neut	NOUN	0	0	plur
научных	0	21	45	2	1943		gent			ADJF	amod	исследований	inan	gent	neut	NOUN	0	0	plur
исследований	0	21	45	2	1944	inan	gent	neut		NOUN	nmod	самоокупаемости	inan	gent	femn	NOUN	0	0	plur
ну	0	21	45	2	1945					PRCL	advmod	есть				INFN	0	0	
есть	0	21	45	2	1946					INFN	ROOT	есть				INFN	0	0	
анекдот	0	21	45	2	1947	inan	nomn	masc		NOUN	nsubj	есть				INFN	0	0	sing
такой	0	21	45	2	1948		gent	femn		ADJF	det	анекдот	inan	nomn	masc	NOUN	0	0	sing
да	0	21	45	2	1949					PRCL	conj	такой		gent	femn	ADJF	0	0	
kargyraa	0	21	46	0	1950						ROOT	kargyraa					0	0	
это	0	21	46	0	1951					PRCL	nsubj	надо				PRED	0	0	
надо	0	21	46	0	1952					PRED	ROOT	надо				PRED	0	0	
конкретно	0	21	46	0	1953					ADVB	advmod	разбираться				INFN	0	0	
разбираться	0	21	46	0	1954					INFN	csubj	надо				PRED	0	0	
в	0	21	46	0	1955					PREP	case	случае	inan	loct	masc	NOUN	0	0	
каждом	0	21	46	0	1956		loct	masc		ADJF	det	случае	inan	loct	masc	NOUN	0	0	sing
случае	0	21	46	0	1957	inan	loct	masc		NOUN	obl	разбираться				INFN	0	0	sing
потому	0	21	46	0	1958					ADVB	advmod	разбираться				INFN	0	0	
и	0	21	46	0	1959					CONJ	advmod	прошу				VERB	0	0	
прошу	0	21	46	0	1960				1per	VERB	conj	надо				PRED	0	0	sing
пруф	0	21	46	0	1961	anim	nomn	masc		NOUN	obj	прошу				VERB	0	0	sing
кто	0	21	46	1	1962		nomn	masc		NPRO	nsubj	может				VERB	0	0	sing
то	0	21	46	1	1963					CONJ	nsubj	может				VERB	0	0	
может	0	21	46	1	1964				3per	VERB	ROOT	может				VERB	0	0	sing
работать	0	21	46	1	1965					INFN	xcomp	может				VERB	0	0	
врачом	0	21	46	1	1966	anim	ablt	masc		NOUN	xcomp	работать				INFN	0	0	sing
в	0	21	46	1	1967					PREP	case	клинике	inan	loct	femn	NOUN	0	0	
частной	0	21	46	1	1968		gent	femn		ADJF	amod	клинике	inan	loct	femn	NOUN	0	0	sing
клинике	0	21	46	1	1969	inan	loct	femn		NOUN	obl	работать				INFN	0	0	sing
и	0	21	46	1	1970					CONJ	cc	читать				INFN	0	0	
или	0	21	46	1	1971					CONJ	cc	читать				INFN	0	0	
читать	0	21	46	1	1972					INFN	conj	работать				INFN	0	0	
лекции	0	21	46	1	1973	inan	gent	femn		NOUN	obj	читать				INFN	0	0	sing
в	0	21	46	1	1974					PREP	case	институте	inan	loct	masc	NOUN	0	0	
частном	0	21	46	1	1975		loct	neut		ADJF	amod	институте	inan	loct	masc	NOUN	0	0	sing
институте	0	21	46	1	1976	inan	loct	masc		NOUN	nmod	лекции	inan	gent	femn	NOUN	0	0	sing
обучение	0	21	46	1	1977	inan	nomn	neut		NOUN	parataxis	институте	inan	loct	masc	NOUN	0	0	sing
обычно	0	21	46	1	1978					ADVB	advmod	платное		nomn	neut	ADJF	0	0	
платное	0	21	46	1	1979		nomn	neut		ADJF	amod	обучение	inan	nomn	neut	NOUN	0	0	sing
в	0	21	46	1	1980					PREP	case	сша	inan	gent		NOUN	0	0	
сша	0	21	46	1	1981	inan	gent			NOUN	obl	платное		nomn	neut	ADJF	0	0	plur
почему	0	21	46	1	1982					ADVB	advmod	нет				PRED	0	0	
нет	0	21	46	1	1983					PRED	parataxis	может				VERB	0	0	
то	0	21	47	0	1984					CONJ	mark	так				CONJ	0	0	
есть	0	21	47	0	1985					INFN	fixed	то				CONJ	0	0	
это	0	21	47	0	1986					PRCL	nsubj	так				CONJ	0	0	
не	0	21	47	0	1987					PRCL	advmod	так				CONJ	0	0	
так	0	21	47	0	1988					CONJ	ROOT	так				CONJ	0	0	
что	0	21	47	0	1989					CONJ	fixed	так				CONJ	0	0	
выбор	0	21	47	0	1990	inan	nomn	masc		NOUN	obj	так				CONJ	0	0	sing
только	0	21	47	0	1991					ADVB	advmod	государство	inan	nomn	neut	NOUN	0	0	
государство	0	21	47	0	1992	inan	nomn	neut		NOUN	obl	так				CONJ	0	0	sing
или	0	21	47	0	1993					CONJ	cc	гранты	inan	accs	masc	NOUN	0	0	
гранты	0	21	47	0	1994	inan	accs	masc		NOUN	conj	государство	inan	nomn	neut	NOUN	0	0	plur
бигфарма	0	21	47	0	1995	anim	nomn	femn		NOUN	nmod	гранты	inan	accs	masc	NOUN	0	0	sing
многие	0	21	47	0	1996		nomn			NPRO	nsubj:pass	связаны				PRTS	0	0	plur
не	0	21	47	0	1997					PRCL	advmod	связаны				PRTS	0	0	
связаны	0	21	47	0	1998					PRTS	conj	так				CONJ	0	0	plur
ни	0	21	47	0	1999					PRCL	cc	тем				CONJ	0	0	
с	0	21	47	0	2000					PREP	case	тем				CONJ	0	0	
тем	0	21	47	0	2001					CONJ	obl	связаны				PRTS	0	0	
ни	0	21	47	0	2002					PRCL	cc	другим		datv		ADJF	0	0	
с	0	21	47	0	2003					PREP	case	другим		datv		ADJF	0	0	
другим	0	21	47	0	2004		datv			ADJF	conj	тем				CONJ	0	0	plur
стив	0	21	48	0	2005	anim	nomn	masc		NOUN	ROOT	стив	anim	nomn	masc	NOUN	0	0	sing
спешел	0	21	48	0	2006			masc		VERB	ROOT	спешел			masc	VERB	0	0	sing
фо	0	21	48	0	2007						nsubj	спешел			masc	VERB	0	0	
ю	0	21	48	0	2008						punct	спешел			masc	VERB	0	0	
nessi	1	21	49	0	2009						flat:foreign	"					0	0	
"						0											0	0	
писал(а	1	21	49	0	2010	inan	gent	masc		NOUN	flat:foreign	nessi					0	0	sing
7	1	21	49	0	2011						nummod	июл					0	0	
июл	1	21	49	0	2012						obl	спешел			masc	VERB	0	0	
2018	1	21	49	0	2013						amod	13:20					0	0	
13:20	1	21	49	0	2014						nmod	июл					0	0	
спешел	1	21	49	0	2015			masc		VERB	ROOT	спешел			masc	VERB	0	0	sing
фо	1	21	49	0	2016						nsubj	спешел			masc	VERB	0	0	
ю	1	21	49	0	2017						appos	фо					0	0	
мерси	1	21	49	0	2018					INTJ	nsubj	спешел			masc	VERB	0	0	
это	1	21	49	0	2019					PRCL	nsubj	шутка	inan	nomn	femn	NOUN	0	0	
была	1	21	49	0	2020			femn		VERB	cop	шутка	inan	nomn	femn	NOUN	0	0	sing
шутка	1	21	49	0	2021	inan	nomn	femn		NOUN	ROOT	шутка	inan	nomn	femn	NOUN	0	0	sing
стив	0	21	50	0	2022	anim	nomn	masc		NOUN	ROOT	стив	anim	nomn	masc	NOUN	0	0	sing
я	0	21	50	0	2023		nomn		1per	NPRO	nsubj	поняла			femn	VERB	0	0	sing
поняла	0	21	50	0	2024			femn		VERB	ROOT	поняла			femn	VERB	0	0	sing
но	0	21	50	0	2025					CONJ	cc	есть				INFN	0	0	
не	0	21	50	0	2026					PRCL	advmod	всех		gent		ADJF	0	0	
у	0	21	50	0	2027					PREP	case	всех		gent		ADJF	0	0	
всех	0	21	50	0	2028		gent			ADJF	obl	есть				INFN	0	0	plur
есть	0	21	50	0	2029					INFN	conj	поняла			femn	VERB	0	0	
чю	0	21	50	0	2030						nsubj	есть				INFN	0	0	
и	0	21	50	0	2031					CONJ	cc	можно				PRED	0	0	
в	0	21	50	0	2032					PREP	case	теме	inan	datv	femn	NOUN	0	0	
соседней	0	21	50	0	2033		loct	femn		ADJF	amod	теме	inan	datv	femn	NOUN	0	0	sing
теме	0	21	50	0	2034	inan	datv	femn		NOUN	obl	можно				PRED	0	0	sing
потом	0	21	50	0	2035					ADVB	advmod	можно				PRED	0	0	
можно	0	21	50	0	2036					PRED	conj	поняла			femn	VERB	0	0	
много	0	21	50	0	2037					ADVB	advmod	интересного		gent	neut	ADJF	0	0	
интересного	0	21	50	0	2038		gent	neut		ADJF	obj	прочитать				INFN	0	0	sing
прочитать	0	21	50	0	2039					INFN	csubj	можно				PRED	0	0	
после	0	21	50	0	2040					PREP	case	шутки	inan	accs	femn	NOUN	0	0	
такой	0	21	50	0	2041		gent	femn		ADJF	det	шутки	inan	accs	femn	NOUN	0	0	sing
шутки	0	21	50	0	2042	inan	accs	femn		NOUN	obl	прочитать				INFN	0	0	plur
nessi	1	21	51	0	2043						flat:foreign	"					0	0	
"						0											0	0	
писал(а	1	21	51	0	2044	inan	gent	masc		NOUN	flat:foreign	nessi					0	0	sing
7	1	21	51	0	2045						nummod	июл					0	0	
