TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER		
неделю	23	inan	accs	femn	-	NOUN	nmod	задержкой	NOUN	inan	ablt	femn	NOUN	0.26703972613904625	0	0		
Из	23	-	-	-	-	PREP	case	непереносимости	NOUN	inan	gent	femn	NOUN	0.26703972613904625	0	0		
за	23	-	-	-	-	PREP	case	непереносимости	NOUN	inan	gent	femn	NOUN	0.14628677289389694	0	0		
непереносимости	23	inan	gent	femn	-	NOUN	obl	отменили	VERB	-	-	-	VERB	0.14628677289389694	0	0		
высокая	23	-	nomn	femn	-	ADJF	amod	температура	NOUN	inan	nomn	femn	NOUN	0.14628677289389694	0	0		
температура	23	inan	nomn	femn	-	NOUN	nsubj	отменили	VERB	-	-	-	VERB	0.14628677289389694	0	0		
39	23	-	-	-	-	-	nummod	более	ADVB	-	-	-	ADVB	0.14628677289389694	0	0		
более	23	-	-	-	-	ADVB	advmod	недели	NOUN	inan	gent	femn	NOUN	0.14628677289389694	0	0		
недели	23	inan	gent	femn	-	NOUN	nmod	температура	NOUN	inan	nomn	femn	NOUN	0.14628677289389694	0	0		
и	23	-	-	-	-	CONJ	cc	последствии	NOUN	inan	loct	neut	NOUN	0.14628677289389694	0	0		
в	23	-	-	-	-	PREP	case	последствии	NOUN	inan	loct	neut	NOUN	0.14628677289389694	0	0		
последствии	23	inan	loct	neut	-	NOUN	obl	отменили	VERB	-	-	-	VERB	0.14628677289389694	0	0		
пневмония	23	inan	nomn	femn	-	NOUN	nmod	последствии	NOUN	inan	loct	neut	NOUN	0.14628677289389694	0	0		
Абраксан	23	anim	gent	femn	-	NOUN	obj	отменили	VERB	-	-	-	VERB	0.14628677289389694	0	0		
отменили	23	-	-	-	-	VERB	ROOT	отменили	VERB	-	-	-	VERB	0.14628677289389694	0	0		
оставили	23	-	-	-	-	VERB	xcomp	отменили	VERB	-	-	-	VERB	0.14628677289389694	0	0		
Гемцитабин	23	anim	nomn	masc	-	NOUN	obj	оставили	VERB	-	-	-	VERB	0.14628677289389694	0	гемцитабин		
в	23	-	-	-	-	PREP	case	монорежиме	NOUN	inan	loct	masc	NOUN	0.14628677289389694	0	0		
монорежиме	23	inan	loct	masc	-	NOUN	obl	отменили	VERB	-	-	-	VERB	0.14628677289389694	0	0		
Спустя	23	-	-	-	-	PREP	case	месяц	NOUN	inan	accs	masc	NOUN	0.14628677289389694	0	0		
месяц	23	inan	accs	masc	-	NOUN	obl	начали	VERB	-	-	-	VERB	0.03114870488643646	0	0		
в	23	-	-	-	-	PREP	case	конце	NOUN	inan	loct	masc	NOUN	0.03114870488643646	0	0		
конце	23	inan	loct	masc	-	NOUN	obl	начали	VERB	-	-	-	VERB	0.03114870488643646	0	0		
сентября	23	inan	gent	masc	-	NOUN	nmod	конце	NOUN	inan	loct	masc	NOUN	0.03114870488643646	0	0		
2020	23	-	-	-	-	-	amod	г	NOUN	inan	gent	masc	NOUN	0.03114870488643646	0	0		
г	23	inan	gent	masc	-	NOUN	nmod	сентября	NOUN	inan	gent	masc	NOUN	0.03114870488643646	0	0		
начали	23	-	-	-	-	VERB	ROOT	начали	VERB	-	-	-	VERB	0.03114870488643646	0	0		
курс	23	inan	nomn	masc	-	NOUN	obj	начали	VERB	-	-	-	VERB	0.03114870488643646	0	0		
Гемцитабина	23	anim	gent	masc	-	NOUN	nmod	курс	NOUN	inan	nomn	masc	NOUN	0.03114870488643646	0	гемцитабин		
После	23	-	-	-	-	PREP	case	капельницы	NOUN	inan	gent	femn	NOUN	0.03114870488643646	0	0		
2	23	-	-	-	-	-	nummod	капельницы	NOUN	inan	gent	femn	NOUN	-0.03634843323379755	0	0		
капельницы	23	inan	gent	femn	-	NOUN	obl	случился	VERB	-	-	masc	VERB	-0.03634843323379755	0	0		
случился	23	-	-	masc	-	VERB	ROOT	случился	VERB	-	-	masc	VERB	-0.03634843323379755	0	0		
анафилактический	23	-	nomn	masc	-	ADJF	amod	шок	NOUN	inan	accs	masc	NOUN	-0.03634843323379755	0	0		
шок	23	inan	accs	masc	-	NOUN	nsubj	случился	VERB	-	-	masc	VERB	-0.03634843323379755	0	0		
и	23	-	-	-	-	CONJ	cc	отменили	VERB	-	-	-	VERB	-0.03634843323379755	0	0		
нам	23	-	datv	-	1per	NPRO	discourse	и	CONJ	-	-	-	CONJ	-0.03634843323379755	0	0		
его	23	-	accs	masc	3per	NPRO	discourse	и	CONJ	-	-	-	CONJ	-0.03634843323379755	0	гемцитабин		
отменили	23	-	-	-	-	VERB	conj	случился	VERB	-	-	masc	VERB	-0.03634843323379755	0	0		
Долго	23	-	-	-	-	ADVB	advmod	приходили	VERB	-	-	-	VERB	-0.03634843323379755	0	0		
приходили	23	-	-	-	-	VERB	ROOT	приходили	VERB	-	-	-	VERB	-0.04066957267267363	0	0		
в	23	-	-	-	-	PREP	case	себя	NPRO	-	accs	-	NPRO	-0.04066957267267363	0	0		
себя	23	-	accs	-	-	NPRO	obl	приходили	VERB	-	-	-	VERB	-0.04066957267267363	0	0		
и	23	-	-	-	-	CONJ	cc	прошли	VERB	-	-	-	VERB	-0.04066957267267363	0	0		
прошли	23	-	-	-	-	VERB	conj	приходили	VERB	-	-	-	VERB	-0.04066957267267363	0	0		
обследование	23	inan	accs	neut	-	NOUN	obj	приходили	VERB	-	-	-	VERB	-0.04066957267267363	0	0		
И	23	-	-	-	-	CONJ	cc	выросла	VERB	-	-	femn	VERB	-0.04066957267267363	0	0		
что	23	-	-	-	-	CONJ	mark	выросла	VERB	-	-	femn	VERB	-0.0034370283596217633	0	0		
удивительно	23	-	-	-	-	ADVB	advmod	результатам	NOUN	inan	datv	masc	NOUN	-0.0034370283596217633	0	0		
по	23	-	-	-	-	PREP	case	результатам	NOUN	inan	datv	masc	NOUN	-0.0034370283596217633	0	0		
результатам	23	inan	datv	masc	-	NOUN	obl	выросла	VERB	-	-	femn	VERB	-0.0034370283596217633	0	0		
КТ	23	-	-	-	-	-	nmod	результатам	NOUN	inan	datv	masc	NOUN	-0.0034370283596217633	0	0		
опухоль	23	inan	nomn	femn	-	NOUN	nsubj	выросла	VERB	-	-	femn	VERB	-0.0034370283596217633	0	0		
за	23	-	-	-	-	PREP	case	месяца	NOUN	inan	gent	masc	NOUN	-0.0034370283596217633	0	0		
4	23	-	-	-	-	-	nummod:gov	месяца	NOUN	inan	gent	masc	NOUN	-0.0034370283596217633	0	0		
месяца	23	inan	gent	masc	-	NOUN	obl	выросла	VERB	-	-	femn	VERB	-0.0034370283596217633	0	0		
не	23	-	-	-	-	PRCL	advmod	выросла	VERB	-	-	femn	VERB	-0.0034370283596217633	0	0		
выросла	23	-	-	femn	-	VERB	ROOT	выросла	VERB	-	-	femn	VERB	-0.0034370283596217633	0	0		
хотя	23	-	-	-	-	CONJ	mark	прошли	VERB	-	-	-	VERB	-0.0034370283596217633	0	0		
мы	23	-	nomn	-	1per	NPRO	nsubj	прошли	VERB	-	-	-	VERB	-0.0034370283596217633	0	0		
толком	23	-	-	-	-	ADVB	advmod	прошли	VERB	-	-	-	VERB	-0.0034370283596217633	0	0		
не	23	-	-	-	-	PRCL	advmod	прошли	VERB	-	-	-	VERB	-0.0034370283596217633	0	0		
прошли	23	-	-	-	-	VERB	conj	выросла	VERB	-	-	femn	VERB	-0.0034370283596217633	0	0		
ни	23	-	-	-	-	PRCL	advmod	одного	ADJF	-	gent	neut	ADJF	-0.0034370283596217633	0	0		
одного	23	-	gent	neut	-	ADJF	nummod	курса	NOUN	inan	gent	masc	NOUN	-0.0034370283596217633	0	0		
курса	23	inan	gent	masc	-	NOUN	ROOT	курса	NOUN	inan	gent	masc	NOUN	-0.0034370283596217633	0	0		
Далее	23	-	-	-	-	ADVB	advmod	назначена	PRTS	-	-	femn	PRTS	-0.0034370283596217633	0	0		
была	23	-	-	femn	-	VERB	aux:pass	назначена	PRTS	-	-	femn	PRTS	0.07484385091811419	0	0		
назначена	23	-	-	femn	-	PRTS	ROOT	назначена	PRTS	-	-	femn	PRTS	0.07484385091811419	0	0		
таблеточная	23	-	nomn	femn	-	ADJF	amod	химия	NOUN	inan	nomn	femn	NOUN	0.07484385091811419	0	0		
химия	23	inan	nomn	femn	-	NOUN	nsubj:pass	назначена	PRTS	-	-	femn	PRTS	0.07484385091811419	0	0		
Капецитабин	23	anim	nomn	masc	-	NOUN	nsubj:pass	назначена	PRTS	-	-	femn	PRTS	0.07484385091811419	0	капецитабин		
Пропили	23	-	-	-	-	VERB	ROOT	Пропили	VERB	-	-	-	VERB	0.07484385091811419	0	0		
без	23	-	-	-	-	PREP	case	побочки	NOUN	inan	gent	femn	NOUN	-0.44001425487416174	0	0		
единой	23	-	gent	femn	-	ADJF	amod	побочки	NOUN	inan	gent	femn	NOUN	-0.44001425487416174	0	0		
побочки	23	inan	gent	femn	-	NOUN	obl	Пропили	VERB	-	-	-	VERB	-0.44001425487416174	0	0		
полный	23	-	nomn	masc	-	ADJF	amod	курс	NOUN	inan	nomn	masc	NOUN	-0.44001425487416174	0	0		
курс	23	inan	nomn	masc	-	NOUN	obj	Пропили	VERB	-	-	-	VERB	-0.44001425487416174	0	0		
Закончили	23	-	-	-	-	VERB	ROOT	Закончили	VERB	-	-	-	VERB	-0.44001425487416174	0	0		
его	23	-	accs	masc	3per	NPRO	obj	Закончили	VERB	-	-	-	VERB	0.023925600945949553	0	капецитабин		
в	23	-	-	-	-	PREP	case	январе	NOUN	inan	loct	masc	NOUN	0.023925600945949553	0	0		
январе	23	inan	loct	masc	-	NOUN	obl	Закончили	VERB	-	-	-	VERB	0.023925600945949553	0	0		
2021	23	-	-	-	-	-	nmod	январе	NOUN	inan	loct	masc	NOUN	0.023925600945949553	0	0		
г	23	inan	gent	masc	-	NOUN	obl	Закончили	VERB	-	-	-	VERB	0.023925600945949553	0	0		
Мама	23	anim	nomn	femn	-	NOUN	nsubj	чувствовала	VERB	-	-	femn	VERB	0.023925600945949553	0	0		
чувствовала	23	-	-	femn	-	VERB	parataxis	Закончили	VERB	-	-	-	VERB	0.023925600945949553	0	0		
себя	23	-	accs	-	-	NPRO	obj	чувствовала	VERB	-	-	femn	VERB	0.023925600945949553	0	0		
отлично	23	-	-	-	-	ADVB	advmod	чувствовала	VERB	-	-	femn	VERB	0.023925600945949553	0	0		
Ничего	23	-	-	-	-	ADVB	obj	беспокоило	VERB	-	-	neut	VERB	0.023925600945949553	0	0		
не	23	-	-	-	-	PRCL	advmod	беспокоило	VERB	-	-	neut	VERB	-0.14056858187541366	0	0		
беспокоило	23	-	-	neut	-	VERB	ROOT	беспокоило	VERB	-	-	neut	VERB	-0.14056858187541366	0	0		
мы	23	-	nomn	-	1per	NPRO	nsubj	гуляли	VERB	-	-	-	VERB	-0.14056858187541366	0	0		
гуляли	23	-	-	-	-	VERB	conj	беспокоило	VERB	-	-	neut	VERB	-0.14056858187541366	0	0		
каждый	23	inan	accs	masc	-	ADJF	det	день	NOUN	inan	accs	masc	NOUN	-0.14056858187541366	0	0		
день	23	inan	accs	masc	-	NOUN	obl	питалась	VERB	-	-	femn	VERB	-0.14056858187541366	0	0		
питалась	23	-	-	femn	-	VERB	conj	беспокоило	VERB	-	-	neut	VERB	-0.14056858187541366	0	0		
уже	23	-	-	-	-	ADVB	advmod	беспокоило	VERB	-	-	neut	VERB	-0.14056858187541366	0	0		
полноценно	23	-	-	-	-	ADVB	advmod	беспокоило	VERB	-	-	neut	VERB	-0.14056858187541366	0	0		
По	23	-	-	-	-	PREP	case	завершению	NOUN	inan	datv	neut	NOUN	-0.14056858187541366	0	0		
завершению	23	inan	datv	neut	-	NOUN	obl	сделали	VERB	-	-	-	VERB	0.24078718312084674	0	0		
курса	23	inan	gent	masc	-	NOUN	nmod	завершению	NOUN	inan	datv	neut	NOUN	0.24078718312084674	0	0		
сделали	23	-	-	-	-	VERB	ROOT	сделали	VERB	-	-	-	VERB	0.24078718312084674	0	0		
КТ	23	-	-	-	-	-	iobj	сделали	VERB	-	-	-	VERB	0.24078718312084674	0	0		
И	23	-	-	-	-	CONJ	cc	выросла	VERB	-	-	femn	VERB	0.24078718312084674	0	0		
к	23	-	-	-	-	PREP	case	ужасу	NOUN	inan	datv	masc	NOUN	0.2344560839701444	0	0		
нашему	23	-	datv	neut	-	ADJF	det	ужасу	NOUN	inan	datv	masc	NOUN	0.2344560839701444	0	0		
ужасу	23	inan	datv	masc	-	NOUN	obl	выросла	VERB	-	-	femn	VERB	0.2344560839701444	0	0		
опухоль	23	inan	nomn	femn	-	NOUN	nsubj	выросла	VERB	-	-	femn	VERB	0.2344560839701444	0	0		
выросла	23	-	-	femn	-	VERB	ROOT	выросла	VERB	-	-	femn	VERB	0.2344560839701444	0	0		
на	23	-	-	-	-	PREP	case	Капецитабине	NOUN	anim	loct	masc	NOUN	0.2344560839701444	0	0		
Капецитабине	23	anim	loct	masc	-	NOUN	obl	выросла	VERB	-	-	femn	VERB	0.2344560839701444	0	капицетабин		
почти	23	-	-	-	-	ADVB	advmod	раза	NOUN	inan	gent	masc	NOUN	0.2344560839701444	0	0		
в	23	-	-	-	-	PREP	case	раза	NOUN	inan	gent	masc	NOUN	0.2344560839701444	0	0		
2	23	-	-	-	-	-	nummod:gov	раза	NOUN	inan	gent	masc	NOUN	0.2344560839701444	0	0		
раза	23	inan	gent	masc	-	NOUN	obl	выросла	VERB	-	-	femn	VERB	0.2344560839701444	0	0		
за	23	-	-	-	-	PREP	case	месяца	NOUN	inan	gent	masc	NOUN	0.2344560839701444	0	0		
3	23	-	-	-	-	-	discourse	за	PREP	-	-	-	PREP	0.2344560839701444	0	0		
месяца	23	inan	gent	masc	-	NOUN	obl	выросла	VERB	-	-	femn	VERB	0.2344560839701444	0	0		
А	23	-	-	-	-	CONJ	cc	оставалась	VERB	-	-	femn	VERB	0.2344560839701444	0	0		
на	23	-	-	-	-	PREP	case	капельницах	NOUN	inan	loct	femn	NOUN	0.19561656576115638	0	0		
неудавшихся	23	-	gent	-	-	ADJF	amod	капельницах	NOUN	inan	loct	femn	NOUN	0.19561656576115638	0	0		
капельницах	23	inan	loct	femn	-	NOUN	obl	оставалась	VERB	-	-	femn	VERB	0.19561656576115638	0	0		
ранее	23	-	-	-	-	ADVB	advmod	оставалась	VERB	-	-	femn	VERB	0.19561656576115638	0	0		
за	23	-	-	-	-	PREP	case	месяца	NOUN	inan	gent	masc	NOUN	0.19561656576115638	0	0		
4	23	-	-	-	-	-	nummod:gov	месяца	NOUN	inan	gent	masc	NOUN	0.19561656576115638	0	0		
месяца	23	inan	gent	masc	-	NOUN	obl	оставалась	VERB	-	-	femn	VERB	0.19561656576115638	0	0		
оставалась	23	-	-	femn	-	VERB	ROOT	оставалась	VERB	-	-	femn	VERB	0.19561656576115638	0	0		
прежней	23	-	ablt	femn	-	ADJF	xcomp	оставалась	VERB	-	-	femn	VERB	0.19561656576115638	0	0		
Районный	23	-	nomn	masc	-	ADJF	amod	онколог	NOUN	anim	nomn	masc	NOUN	0.19561656576115638	0	0		
онколог	23	anim	nomn	masc	-	NOUN	nsubj	развел	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
развел	23	-	-	masc	-	VERB	ROOT	развел	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
руками	23	inan	ablt	femn	-	NOUN	iobj	развел	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
сказав	23	-	-	-	-	GRND	obj	развел	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
что	23	-	-	-	-	CONJ	mark	нет	PRED	-	-	-	PRED	0.07429170377552509	0	0		
лечения	23	inan	gent	neut	-	NOUN	nsubj	нет	PRED	-	-	-	PRED	0.07429170377552509	0	0		
больше	23	-	-	-	-	COMP	advmod	нет	PRED	-	-	-	PRED	0.07429170377552509	0	0		
нет	23	-	-	-	-	PRED	ccomp	сказав	GRND	-	-	-	GRND	0.07429170377552509	0	0		
согласно	23	-	-	-	-	PREP	case	протоколам	NOUN	inan	datv	masc	NOUN	0.07429170377552509	0	0		
протоколам	23	inan	datv	masc	-	NOUN	obl	нет	PRED	-	-	-	PRED	0.07429170377552509	0	0		
которое	23	-	nomn	neut	-	ADJF	nmod	протоколам	NOUN	inan	datv	masc	NOUN	0.07429170377552509	0	0		
мама	23	anim	nomn	femn	-	NOUN	nsubj	может	VERB	-	-	-	VERB	0.07429170377552509	0	0		
может	23	-	-	-	3per	VERB	parataxis	нет	PRED	-	-	-	PRED	0.07429170377552509	0	0		
выдержать	23	-	-	-	-	INFN	xcomp	может	VERB	-	-	-	VERB	0.07429170377552509	0	0		
и	23	-	-	-	-	CONJ	cc	отправил	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
отправил	23	-	-	masc	-	VERB	conj	может	VERB	-	-	-	VERB	0.07429170377552509	0	0		
нас	23	-	gent	-	1per	NPRO	obj	отправил	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
на	23	-	-	-	-	PREP	case	консилиум	NOUN	inan	nomn	masc	NOUN	0.07429170377552509	0	0		
консилиум	23	inan	nomn	masc	-	NOUN	obl	отправил	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
в	23	-	-	-	-	PREP	case	больницу	NOUN	inan	accs	femn	NOUN	0.07429170377552509	0	0		
40	23	-	-	-	-	-	nummod	больницу	NOUN	inan	accs	femn	NOUN	0.07429170377552509	0	0		
больницу	23	inan	accs	femn	-	NOUN	obl	отправил	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
на	23	-	-	-	-	PREP	case	ВДНХ	NOUN	inan	loct	femn	NOUN	0.07429170377552509	0	0		
ВДНХ	23	inan	loct	femn	-	NOUN	obl	развел	VERB	-	-	masc	VERB	0.07429170377552509	0	0		
А	23	-	-	-	-	CONJ	cc	там	ADVB	-	-	-	ADVB	0.07429170377552509	0	0		
там	23	-	-	-	-	ADVB	ROOT	там	ADVB	-	-	-	ADVB	0.2151390716433525	0	0		
был	23	-	-	masc	-	VERB	cop	там	ADVB	-	-	-	ADVB	0.2151390716433525	0	0		
просто	23	-	-	-	-	PRCL	advmod	там	ADVB	-	-	-	ADVB	0.2151390716433525	0	0		
шок	23	inan	accs	masc	-	NOUN	punct	там	ADVB	-	-	-	ADVB	0.2151390716433525	0	0		
Узнали	23	-	-	-	-	VERB	ROOT	Узнали	VERB	-	-	-	VERB	0.2151390716433525	0	0		
диагноз	23	inan	nomn	masc	-	NOUN	obj	Узнали	VERB	-	-	-	VERB	0.10916997553847198	0	0		
и	23	-	-	-	-	CONJ	cc	возраст	NOUN	inan	nomn	masc	NOUN	0.10916997553847198	0	0		
возраст	23	inan	nomn	masc	-	NOUN	conj	диагноз	NOUN	inan	nomn	masc	NOUN	0.10916997553847198	0	0		
и	23	-	-	-	-	CONJ	cc	отмахнулись	VERB	-	-	-	VERB	0.10916997553847198	0	0		
отмахнулись	23	-	-	-	-	VERB	conj	Узнали	VERB	-	-	-	VERB	0.10916997553847198	0	0		
просто	23	-	-	-	-	PRCL	ROOT	просто	PRCL	-	-	-	PRCL	0.10916997553847198	0	0		
Сказали	23	-	-	-	-	VERB	ROOT	Сказали	VERB	-	-	-	VERB	0.10916997553847198	0	0		
попробуйте	23	-	-	-	-	VERB	xcomp	Сказали	VERB	-	-	-	VERB	-0.19573983934242278	0	0		
вернуться	23	-	-	-	-	INFN	xcomp	попробуйте	VERB	-	-	-	VERB	-0.19573983934242278	0	0		
к	23	-	-	-	-	PREP	case	Абраксану	NOUN	anim	accs	femn	NOUN	-0.19573983934242278	0	0		
Абраксану	23	anim	accs	femn	-	NOUN	obl	вернуться	INFN	-	-	-	INFN	-0.19573983934242278	0	абраксан		
с	23	-	-	-	-	PREP	case	чего	NPRO	-	gent	neut	NPRO	-0.19573983934242278	0	0		
чего	23	-	gent	neut	-	NPRO	obl	вернуться	INFN	-	-	-	INFN	-0.19573983934242278	0	0		
начинали	23	-	-	-	-	VERB	ROOT	начинали	VERB	-	-	-	VERB	-0.19573983934242278	0	0		
А	23	-	-	-	-	CONJ	cc	отправляйтесь	VERB	-	-	-	VERB	-0.19573983934242278	0	0		
если	23	-	-	-	-	CONJ	mark	пойдет	VERB	-	-	-	VERB	-0.10283606543412639	0	0		
он	23	-	nomn	masc	3per	NPRO	nsubj	пойдет	VERB	-	-	-	VERB	-0.10283606543412639	0	абраксан		
не	23	-	-	-	-	PRCL	advmod	пойдет	VERB	-	-	-	VERB	-0.10283606543412639	0	0		
пойдет	23	-	-	-	3per	VERB	advcl	отправляйтесь	VERB	-	-	-	VERB	-0.10283606543412639	0	0		
то	23	-	-	-	-	CONJ	mark	отправляйтесь	VERB	-	-	-	VERB	-0.10283606543412639	0	0		
отправляйтесь	23	-	-	-	-	VERB	ROOT	отправляйтесь	VERB	-	-	-	VERB	-0.10283606543412639	0	0		
в	23	-	-	-	-	PREP	case	хоспис	NOUN	inan	accs	masc	NOUN	-0.10283606543412639	0	0		
хоспис	23	inan	accs	masc	-	NOUN	obl	отправляйтесь	VERB	-	-	-	VERB	-0.10283606543412639	0	0		
Умирать	23	-	-	-	-	INFN	ROOT	Умирать	INFN	-	-	-	INFN	-0.10283606543412639	0	0		
Мамочку	23	anim	accs	femn	-	NOUN	nsubj	имеет	VERB	-	-	-	VERB	-0.002368820831179619	0	0		
которая	23	-	nomn	femn	-	ADJF	nsubj	чувствует	VERB	-	-	-	VERB	-0.37224771939218043	0	0		
чувствует	23	-	-	-	3per	VERB	appos	Мамочку	NOUN	anim	accs	femn	NOUN	-0.37224771939218043	0	0		
себя	23	-	accs	-	-	NPRO	obj	чувствует	VERB	-	-	-	VERB	-0.37224771939218043	0	0		
нормально	23	-	-	-	-	ADVB	advmod	имеет	VERB	-	-	-	VERB	-0.37224771939218043	0	0		
имеет	23	-	-	-	3per	VERB	ROOT	имеет	VERB	-	-	-	VERB	-0.37224771939218043	0	0		
3	23	-	-	-	-	-	nummod:gov	стадию	NOUN	inan	accs	femn	NOUN	-0.37224771939218043	0	0		
стадию	23	inan	accs	femn	-	NOUN	obj	имеет	VERB	-	-	-	VERB	-0.37224771939218043	0	0		
без	23	-	-	-	-	PREP	case	метостаз	NOUN	inan	nomn	masc	NOUN	-0.37224771939218043	0	0		
метостаз	23	inan	nomn	masc	-	NOUN	obl	имеет	VERB	-	-	-	VERB	-0.37224771939218043	0	0		
Моя	23	-	nomn	femn	-	ADJF	det	мама	NOUN	anim	nomn	femn	NOUN	-0.37224771939218043	0	0		
сильная	23	-	nomn	femn	-	ADJF	acl	мама	NOUN	anim	nomn	femn	NOUN	0.056072183046489955	0	0		
духом	23	inan	ablt	masc	-	NOUN	obl	сильная	ADJF	-	nomn	femn	ADJF	0.056072183046489955	0	0		
мама	23	anim	nomn	femn	-	NOUN	nsubj	сникла	VERB	-	-	femn	VERB	0.056072183046489955	0	0		
сникла	23	-	-	femn	-	VERB	ROOT	сникла	VERB	-	-	femn	VERB	0.056072183046489955	0	0		
вечером	23	-	-	-	-	ADVB	obl	сникла	VERB	-	-	femn	VERB	0.056072183046489955	0	0		
сахар	23	inan	accs	masc	-	NOUN	obj	сникла	VERB	-	-	femn	VERB	0.056072183046489955	0	0		
20	23	-	-	-	-	-	appos	сахар	NOUN	inan	accs	masc	NOUN	0.056072183046489955	0	0		
на	23	-	-	-	-	PREP	case	стрессе	NOUN	inan	loct	masc	NOUN	0.056072183046489955	0	0		
стрессе	23	inan	loct	masc	-	NOUN	obl	сникла	VERB	-	-	femn	VERB	0.056072183046489955	0	0		
Ночи	23	inan	gent	femn	-	NOUN	nsubj	спала	VERB	-	-	femn	VERB	0.056072183046489955	0	0		
не	23	-	-	-	-	PRCL	advmod	спала	VERB	-	-	femn	VERB	-0.14194255262846128	0	0		
спала	23	-	-	femn	-	VERB	ROOT	спала	VERB	-	-	femn	VERB	-0.14194255262846128	0	0		
мысли	23	inan	accs	femn	-	NOUN	obj	спала	VERB	-	-	femn	VERB	-0.14194255262846128	0	0		
гоняла	23	-	-	femn	-	VERB	punct	спала	VERB	-	-	femn	VERB	-0.14194255262846128	0	0		
В	23	-	-	-	-	PREP	case	итоге	NOUN	inan	loct	masc	NOUN	-0.14194255262846128	0	0		
итоге	23	inan	loct	masc	-	NOUN	obl	записала	VERB	-	-	femn	VERB	0.0012398275106938349	0	0		
я	23	-	nomn	-	1per	NPRO	nsubj	записала	VERB	-	-	femn	VERB	0.0012398275106938349	0	0		
записала	23	-	-	femn	-	VERB	ROOT	записала	VERB	-	-	femn	VERB	0.0012398275106938349	0	0		
нас	23	-	gent	-	1per	NPRO	obj	записала	VERB	-	-	femn	VERB	0.0012398275106938349	0	0		
платно	23	-	-	-	-	ADVB	advmod	записала	VERB	-	-	femn	VERB	0.0012398275106938349	0	0		
в	23	-	-	-	-	PREP	case	институт	NOUN	inan	nomn	masc	NOUN	0.0012398275106938349	0	0		
институт	23	inan	nomn	masc	-	NOUN	obl	записала	VERB	-	-	femn	VERB	0.0012398275106938349	0	0		
Герцена	23	anim	gent	masc	-	NOUN	nmod	институт	NOUN	inan	nomn	masc	NOUN	0.0012398275106938349	0	0		
Оттуда	23	-	-	-	-	ADVB	advmod	вышли	VERB	-	-	-	VERB	0.0012398275106938349	0	0		
мы	23	-	nomn	-	1per	NPRO	nsubj	вышли	VERB	-	-	-	VERB	0.05933449723614523	0	0		
вышли	23	-	-	-	-	VERB	ROOT	вышли	VERB	-	-	-	VERB	0.05933449723614523	0	0		
воодушевленые	23	-	nomn	-	-	ADJF	amod	Нас	NPRO	-	gent	-	NPRO	0.05933449723614523	0	0		
Нас	23	-	gent	-	1per	NPRO	obj	вышли	VERB	-	-	-	VERB	0.05933449723614523	0	0		
умирать	23	-	-	-	-	INFN	xcomp	отправили	VERB	-	-	-	VERB	0.05933449723614523	0	0		
не	23	-	-	-	-	PRCL	advmod	отправили	VERB	-	-	-	VERB	0.05933449723614523	0	0		
отправили	23	-	-	-	-	VERB	conj	вышли	VERB	-	-	-	VERB	0.05933449723614523	0	0		
и	23	-	-	-	-	CONJ	cc	дали	VERB	-	-	-	VERB	0.05933449723614523	0	0		
дали	23	-	-	-	-	VERB	conj	отправили	VERB	-	-	-	VERB	0.05933449723614523	0	0		
надежду	23	inan	accs	femn	-	NOUN	obj	дали	VERB	-	-	-	VERB	0.05933449723614523	0	0		
на	23	-	-	-	-	PREP	case	жизнь	NOUN	inan	accs	femn	NOUN	0.05933449723614523	0	0		
жизнь	23	inan	accs	femn	-	NOUN	nmod	надежду	NOUN	inan	accs	femn	NOUN	0.05933449723614523	0	0		
Доктор	23	anim	nomn	masc	-	NOUN	nsubj	изучала	VERB	-	-	femn	VERB	0.05933449723614523	0	0		
изучала	23	-	-	femn	-	VERB	ROOT	изучала	VERB	-	-	femn	VERB	-0.5130915284971707	0	0		
всю	23	-	accs	femn	-	ADJF	det	историю	NOUN	inan	accs	femn	NOUN	-0.5130915284971707	0	0		
нашу	23	-	accs	femn	-	ADJF	det	историю	NOUN	inan	accs	femn	NOUN	-0.5130915284971707	0	0		
историю	23	inan	accs	femn	-	NOUN	obj	изучала	VERB	-	-	femn	VERB	-0.5130915284971707	0	0		
не	23	-	-	-	-	PRCL	advmod	меньше	COMP	-	-	-	COMP	-0.5130915284971707	0	0		
меньше	23	-	-	-	-	COMP	advmod	изучала	VERB	-	-	femn	VERB	-0.5130915284971707	0	0		
часа	23	inan	gent	masc	-	NOUN	obl	изучала	VERB	-	-	femn	VERB	-0.5130915284971707	0	0		
Назначила	23	-	-	femn	-	VERB	ROOT	Назначила	VERB	-	-	femn	VERB	-0.5130915284971707	0	0		
