TOKEN	TOKEN_VECT	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_VECTHEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	HEAD_CHILDS_VECT	NER	COREFERENCE_CLUSTER	HEAD_VECT	
тоже	-0.09750344604253769	149	-	-	-	-	PRCL	advmod	дураки		anim	nomn	masc	NOUN	0.04811570311012941	0.0007449891418218613	0	0	0.19614462554454803	
не	-0.34785494208335876	149	-	-	-	-	PRCL	advmod	дураки		anim	nomn	masc	NOUN	0.04811570311012941	0.0007449891418218613	0	0	0.19614462554454803	
дураки	0.19614462554454803	149	anim	nomn	masc	-	NOUN	conj	написано		-	-	neut	PRTS	0.04811570311012941	0.024083335185423493	0	0	-0.10765312612056732	
в	0.28417888283729553	149	-	-	-	-	PREP	case	хроме		inan	loct	masc	NOUN	0.04811570311012941	0.28417888283729553	0	0	0.2684464454650879	
хроме	0.2684464454650879	149	inan	loct	masc	-	NOUN	nmod	дураки		anim	nomn	masc	NOUN	0.04811570311012941	0.0007449891418218613	0	0	0.19614462554454803	
влючаем	-0.025234250351786613	149	-	-	masc	-	ADJS	conj	написано		-	-	neut	PRTS	0.04811570311012941	0.024083335185423493	0	0	-0.10765312612056732	
перевод	0.08028726279735565	149	inan	nomn	masc	-	NOUN	obj	влючаем		-	-	masc	ADJS	0.04811570311012941	0.06299255974590778	0	0	-0.025234250351786613	
страницы	0.30069220066070557	149	inan	gent	femn	-	NOUN	nmod	перевод		inan	nomn	masc	NOUN	0.04811570311012941	0.30069220066070557	0	0	0.08028726279735565	
на	-0.046334847807884216	149	-	-	-	-	PREP	case	русский		-	nomn	masc	ADJF	0.04811570311012941	-0.046334847807884216	0	0	-0.22686152160167694	
русский	-0.22686152160167694	149	-	nomn	masc	-	ADJF	nmod	страницы		inan	gent	femn	NOUN	0.04811570311012941	-0.22686152160167694	0	0	0.30069220066070557	
и	-0.16761508584022522	149	-	-	-	-	CONJ	cc	понятны		-	-	-	ADJS	0.04811570311012941	0.016164347529411316	0	0	0.045697856694459915	
сразу	0.26272889971733093	149	-	-	-	-	ADVB	advmod	многие		-	nomn	-	NPRO	0.04811570311012941	0.26272889971733093	0	0	0.4010934829711914	
многие	0.4010934829711914	149	-	nomn	-	-	NPRO	amod	моменты		inan	accs	masc	NOUN	0.04811570311012941	0.588209718465805	0	0	0.3231988549232483	
моменты	0.3231988549232483	149	inan	accs	masc	-	NOUN	nsubj	понятны		-	-	-	ADJS	0.04811570311012941	0.016164347529411316	0	0	0.045697856694459915	
становяться	0.7753259539604187	149	-	-	-	-	INFN	nmod	моменты		inan	accs	masc	NOUN	0.04811570311012941	0.588209718465805	0	0	0.3231988549232483	
понятны	0.045697856694459915	149	-	-	-	-	ADJS	conj	влючаем		-	-	masc	ADJS	0.04811570311012941	0.06299255974590778	0	0	-0.025234250351786613	
почему	-0.3199447691440582	149	-	-	-	-	ADVB	advmod	понятны		-	-	-	ADJS	0.04811570311012941	0.016164347529411316	0	0	0.045697856694459915	
отчего	0.22901839017868042	149	-	gent	masc	-	ADJF	advmod	понятны		-	-	-	ADJS	0.04811570311012941	0.016164347529411316	0	0	0.045697856694459915	
какие	0.32721906900405884	149	-	nomn	-	-	ADJF	det	отчего		-	gent	masc	ADJF	0.04811570311012941	0.4579298694928487	0	0	0.22901839017868042	
были	0.543457567691803	149	-	-	-	-	VERB	cop	отчего		-	gent	masc	ADJF	0.04811570311012941	0.4579298694928487	0	0	0.22901839017868042	
иследования	0.5031129717826843	149	inan	gent	neut	-	NOUN	nsubj	отчего		-	gent	masc	ADJF	0.04811570311012941	0.4579298694928487	0	0	0.22901839017868042	
и	-0.16761508584022522	149	-	-	-	-	CONJ	advmod	какие		-	nomn	-	ADJF	0.04811570311012941	-0.16761508584022522	0	0	0.32721906900405884	
какие	0.32721906900405884	149	-	nomn	-	-	ADJF	conj	написано		-	-	neut	PRTS	0.04811570311012941	0.024083335185423493	0	0	-0.10765312612056732	
выдоды	0.8201494216918945	149	inan	gent	femn	-	NOUN	ROOT	выдоды		inan	gent	femn	NOUN	0.04811570311012941	0.0	0	0	0.8201494216918945	
RATING	-0.6367286443710327	149	-	-	-	-	-	nsubj	обясняет		-	-	-	VERB	-0.006130903959274292	-0.20884498953819275	0	0	0.37603721022605896	
и	-0.16761508584022522	149	-	-	-	-	CONJ	cc	значек		inan	nomn	masc	NOUN	-0.006130903959274292	-0.13026948273181915	0	0	0.2654063105583191	
значек	0.2654063105583191	149	inan	nomn	masc	-	NOUN	conj	RATING		-	-	-	-	-0.006130903959274292	0.2654063105583191	0	0		
i	-0.09292387962341309	149	-	-	-	-	-	appos	значек		inan	nomn	masc	NOUN	-0.006130903959274292	-0.13026948273181915	0	0	0.2654063105583191	
обясняет	0.37603721022605896	149	-	-	-	3per	VERB	ROOT	обясняет		-	-	-	VERB	-0.006130903959274292	-0.20884498953819275	0	0	0.37603721022605896	
многое	0.21903866529464722	149	-	accs	neut	-	NPRO	obj	обясняет		-	-	-	VERB	-0.006130903959274292	-0.20884498953819275	0	0	0.37603721022605896	
Шмелёв	-0.11358015239238739	150	anim	nomn	masc	-	NOUN	nsubj	знаю		-	-	-	VERB	0.13221100411776984	0.11494084695974986	0	0	-0.02291080914437771	
насколько	-0.08511698991060257	150	-	-	-	-	ADVB	advmod	знаю		-	-	-	VERB	0.13221100411776984	0.11494084695974986	0	0	-0.02291080914437771	
знаю	-0.02291080914437771	150	-	-	-	1per	VERB	ROOT	знаю		-	-	-	VERB	0.13221100411776984	0.11494084695974986	0	0	-0.02291080914437771	
через	0.39455902576446533	150	-	-	-	-	PREP	case	год		inan	accs	masc	NOUN	0.13221100411776984	0.39455902576446533	0	0	0.27686336636543274	
год	0.27686336636543274	150	inan	accs	masc	-	NOUN	obl	знаю		-	-	-	VERB	0.13221100411776984	0.11494084695974986	0	0	-0.02291080914437771	
после	-0.37001657485961914	150	-	-	-	-	PREP	case	ПВТ		-	-	-	-	0.13221100411776984	-0.37001657485961914	0	0	-0.011986671015620232	
ПВТ	-0.0387100875377655	150	-	-	-	-	-	obl	знаю		-	-	-	VERB	0.13221100411776984	0.11494084695974986	0	0	-0.02291080914437771	
если	0.05227179825305939	150	-	-	-	-	CONJ	mark	можно		-	-	-	PRED	0.13221100411776984	0.23193546682596206	0	0	-0.10798946768045425	
минус	0.45386549830436707	150	-	-	-	-	CONJ	mark	можно		-	-	-	PRED	0.13221100411776984	0.23193546682596206	0	0	-0.10798946768045425	
то	0.380691260099411	150	-	-	-	-	CONJ	mark	можно		-	-	-	PRED	0.13221100411776984	0.23193546682596206	0	0	-0.10798946768045425	
уже	0.12096890062093735	150	-	-	-	-	ADVB	advmod	можно		-	-	-	PRED	0.13221100411776984	0.23193546682596206	0	0	-0.10798946768045425	
можно	-0.10798946768045425	150	-	-	-	-	PRED	advcl	знаю		-	-	-	VERB	0.13221100411776984	0.11494084695974986	0	0	-0.02291080914437771	
считать	0.15187987685203552	150	-	-	-	-	INFN	csubj	можно		-	-	-	PRED	0.13221100411776984	0.23193546682596206	0	0	-0.10798946768045425	
здоровым	0.7581784129142761	150	-	ablt	masc	-	ADJF	punct	знаю		-	-	-	VERB	0.13221100411776984	0.11494084695974986	0	0	-0.02291080914437771	
Ровно	0.8281564116477966	151	-	-	-	-	ADVB	advmod	УВО		-	-	-	-	0.3108144650856654	0.47564252217610675	0	0		
после	-0.37001657485961914	151	-	-	-	-	PREP	case	УВО		-	-	-	-	0.3108144650856654	0.47564252217610675	0	0		
УВО	0.31799155473709106	151	-	-	-	-	-	obl	здоров		-	-	masc	ADJS	0.3108144650856654	0.31799155473709106	0	0	0.6035662293434143	
24	-0.4835985600948334	151	-	-	-	-	-	nummod	человек		anim	nomn	masc	NOUN	0.3108144650856654	-0.4835985600948334	0	0	0.9687877297401428	
человек	0.9687877297401428	151	anim	nomn	masc	-	NOUN	nsubj	УВО		-	-	-	-	0.3108144650856654	0.47564252217610675	0	0		
здоров	0.6035662293434143	151	-	-	masc	-	ADJS	ROOT	здоров		-	-	masc	ADJS	0.3108144650856654	0.31799155473709106	0	0	0.6035662293434143	
Шмелёв	-0.11358015239238739	152	anim	nomn	masc	-	NOUN	nsubj	писал		-	-	masc	VERB	-0.2616559617659625	-0.3195815347135067	0	0	-0.9630599617958069	
писал	-0.9630599617958069	152	-	-	masc	-	VERB	ROOT	писал		-	-	masc	VERB	-0.2616559617659625	-0.3195815347135067	0	0	-0.9630599617958069	
а	-0.466221421957016	152	-	-	-	-	CONJ	cc	июл		-	-	-	-	-0.2616559617659625	-0.506378285586834	0	0	-0.7441686391830444	
5	-0.42714715003967285	152	-	-	-	-	-	nummod	июл		-	-	-	-	-0.2616559617659625	-0.506378285586834	0	0	-0.7441686391830444	
июл	-0.7441686391830444	152	-	-	-	-	-	obl	писал		-	-	masc	VERB	-0.2616559617659625	-0.3195815347135067	0	0	-0.9630599617958069	
2018	-0.6991998553276062	152	-	-	-	-	-	appos	июл		-	-	-	-	-0.2616559617659625	-0.506378285586834	0	0	-0.7441686391830444	
14	-0.3429085910320282	152	-	-	-	-	-	nummod	29		-	-	-	-	-0.2616559617659625	-0.3429085910320282	0	0	-0.43294471502304077	
29	-0.43294471502304077	152	-	-	-	-	-	nummod	июл		-	-	-	-	-0.2616559617659625	-0.506378285586834	0	0	-0.7441686391830444	
А	-0.466221421957016	152	-	-	-	-	CONJ	cc	вероятен		-	-	masc	ADJS	-0.2616559617659625	0.0494988352060318	0	0	0.0630212128162384	
в	0.28417888283729553	152	-	-	-	-	PREP	case	принципе		inan	loct	masc	NOUN	-0.2616559617659625	0.28417888283729553	0	0	0.13396893441677094	
принципе	0.13396893441677094	152	inan	loct	masc	-	NOUN	obl	вероятен		-	-	masc	ADJS	-0.2616559617659625	0.0494988352060318	0	0	0.0630212128162384	
вероятен	0.0630212128162384	152	-	-	masc	-	ADJS	conj	писал		-	-	masc	VERB	-0.2616559617659625	-0.3195815347135067	0	0	-0.9630599617958069	
ли	0.15192550420761108	152	-	-	-	-	CONJ	advmod	вероятен		-	-	masc	ADJS	-0.2616559617659625	0.0494988352060318	0	0	0.0630212128162384	
возврат	0.1098296046257019	152	inan	accs	masc	-	NOUN	nsubj	вероятен		-	-	masc	ADJS	-0.2616559617659625	0.0494988352060318	0	0	0.0630212128162384	
после	-0.37001657485961914	152	-	-	-	-	PREP	case	УВО		-	-	-	-	-0.2616559617659625	-0.37001657485961914	0	0		
УВО	0.31799155473709106	152	-	-	-	-	-	obl	вероятен		-	-	masc	ADJS	-0.2616559617659625	0.0494988352060318	0	0	0.0630212128162384	
24	-0.4835985600948334	152	-	-	-	-	-	punct	писал		-	-	masc	VERB	-0.2616559617659625	-0.3195815347135067	0	0	-0.9630599617958069	
Согласно	0.023450184613466263	152	-	-	-	-	PREP	case	данным		inan	datv	-	NOUN	0.19596098684408564	0.12051840747396152	0	0	0.04520826414227486	
данным	0.04520826414227486	152	inan	datv	-	-	NOUN	parataxis	достоверен		-	-	masc	ADJS	0.19596098684408564	0.12772004976868628	0	0	0.4628613591194153	
КИ	0.28706908226013184	152	-	-	-	-	-	nmod	данным		inan	datv	-	NOUN	0.19596098684408564	0.12051840747396152	0	0	0.04520826414227486	
безынтерфероновых	0.5547126531600952	152	anim	gent	-	-	NOUN	amod	схем		inan	gent	femn	NOUN	0.19596098684408564	0.5547126531600952	0	0	0.2686743438243866	
схем	0.2686743438243866	152	inan	gent	femn	-	NOUN	nmod	КИ		-	-	-	-	0.19596098684408564	0.2686743438243866	0	0		
от	0.7680925726890564	152	-	-	-	-	PREP	case	Гилада		anim	nomn	femn	NOUN	0.19596098684408564	0.5641718059778214	0	0	0.18234385550022125	
Гилада	0.05103595554828644	152	anim	nomn	femn	-	NOUN	nmod	данным		inan	datv	-	NOUN	0.19596098684408564	0.12051840747396152	0	0	0.04520826414227486	
УВО12	0.3602510392665863	152	-	-	-	-	-	appos	Гилада		anim	nomn	femn	NOUN	0.19596098684408564	0.5641718059778214	0	0	0.18234385550022125	
достоверен	0.4628613591194153	152	-	-	masc	-	ADJS	ROOT	достоверен		-	-	masc	ADJS	0.19596098684408564	0.12772004976868628	0	0	0.4628613591194153	
в	0.28417888283729553	152	-	-	-	-	PREP	case	случаев		inan	gent	masc	NOUN	0.19596098684408564	0.18793688466151556	0	0	0.26055461168289185	
99	-0.015578500926494598	152	-	-	-	-	-	nummod	случаев		inan	gent	masc	NOUN	0.19596098684408564	0.18793688466151556	0	0	0.26055461168289185	
случаев	0.26055461168289185	152	inan	gent	masc	-	NOUN	obl	достоверен		-	-	masc	ADJS	0.19596098684408564	0.12772004976868628	0	0	0.4628613591194153	
УВО24	0.2952102720737457	152	-	-	-	-	-	nmod	случаев		inan	gent	masc	NOUN	0.19596098684408564	0.18793688466151556	0	0	0.26055461168289185	
в	0.28417888283729553	152	-	-	-	-	PREP	case	случаев		inan	gent	masc	NOUN	0.19596098684408564	0.23717761784791946	0	0	0.26055461168289185	
99	-0.015578500926494598	152	-	-	-	-	-	nummod	9		-	-	-	-	0.19596098684408564	-0.015578500926494598	0	0	0.1901763528585434	
9	0.1901763528585434	152	-	-	-	-	-	nummod	случаев		inan	gent	masc	NOUN	0.19596098684408564	0.23717761784791946	0	0	0.26055461168289185	
случаев	0.26055461168289185	152	inan	gent	masc	-	NOUN	obl	достоверен		-	-	masc	ADJS	0.19596098684408564	0.12772004976868628	0	0	0.4628613591194153	
т	-0.14908945560455322	152	-	-	-	-	ADVB	cc	человек		anim	nomn	masc	NOUN	0.19596098684408564	-0.04536348395049572	0	0	0.9687877297401428	
е	-0.025137385353446007	152	-	-	-	3per	VERB	case	человек		anim	nomn	masc	NOUN	0.19596098684408564	-0.04536348395049572	0	0	0.9687877297401428	
1	0.03813638910651207	152	-	-	-	-	-	nummod	человек		anim	nomn	masc	NOUN	0.19596098684408564	-0.04536348395049572	0	0	0.9687877297401428	
человек	0.9687877297401428	152	anim	nomn	masc	-	NOUN	nsubj	плюсовал		-	-	masc	VERB	0.19596098684408564	0.4728484731167555	0	0	-0.37224656343460083	
на	-0.046334847807884216	152	-	-	-	-	PREP	case	0		-	-	-	-	0.19596098684408564	-0.004099229350686073	0	0	-0.08645013719797134	
1	0.03813638910651207	152	-	-	-	-	-	nummod	0		-	-	-	-	0.19596098684408564	-0.004099229350686073	0	0	-0.08645013719797134	
0	-0.08645013719797134	152	-	-	-	-	-	nummod	плюсовал		-	-	masc	VERB	0.19596098684408564	0.4728484731167555	0	0	-0.37224656343460083	
плюсовал	-0.37224656343460083	152	-	-	masc	-	VERB	conj	достоверен		-	-	masc	ADJS	0.19596098684408564	0.12772004976868628	0	0	0.4628613591194153	
в	0.28417888283729553	152	-	-	-	-	PREP	case	период		inan	accs	masc	NOUN	0.19596098684408564	0.19626685976982117	0	0	0.34249892830848694	
период	0.34249892830848694	152	inan	accs	masc	-	NOUN	obl	плюсовал		-	-	masc	VERB	0.19596098684408564	0.4728484731167555	0	0	-0.37224656343460083	
между	0.2530491352081299	152	-	-	-	-	PREP	case	неделями		inan	ablt	femn	NOUN	0.19596098684408564	-0.11527471244335175	0	0	0.1083548367023468	
24	-0.4835985600948334	152	-	-	-	-	-	nummod	неделями		inan	ablt	femn	NOUN	0.19596098684408564	-0.11527471244335175	0	0	0.1083548367023468	
и	-0.16761508584022522	152	-	-	-	-	CONJ	cc	48		-	-	-	-	0.19596098684408564	-0.16761508584022522	0	0	-0.5792943239212036	
48	-0.5792943239212036	152	-	-	-	-	-	conj	24		-	-	-	-	0.19596098684408564	-0.5792943239212036	0	0	-0.4835985600948334	
неделями	0.1083548367023468	152	inan	ablt	femn	-	NOUN	nmod	период		inan	accs	masc	NOUN	0.19596098684408564	0.19626685976982117	0	0	0.34249892830848694	
с	-0.303444504737854	152	-	-	-	-	PREP	case	момента		inan	gent	masc	NOUN	0.19596098684408564	-0.04543314874172211	0	0	0.6665573716163635	
момента	0.6665573716163635	152	inan	gent	masc	-	NOUN	obl	плюсовал		-	-	masc	VERB	0.19596098684408564	0.4728484731167555	0	0	-0.37224656343460083	
окончания	0.2125782072544098	152	inan	gent	neut	-	NOUN	nmod	момента		inan	gent	masc	NOUN	0.19596098684408564	-0.04543314874172211	0	0	0.6665573716163635	
ПВТ	-0.0387100875377655	152	-	-	-	-	-	nmod	окончания		inan	gent	neut	NOUN	0.19596098684408564	0.15871823330720267	0	0	0.2125782072544098	
после	-0.37001657485961914	152	-	-	-	-	PREP	case	УВО48		-	-	-	-	0.19596098684408564	-0.37001657485961914	0	0	-0.6295284032821655	
УВО48	0.2303406149148941	152	-	-	-	-	-	nmod	окончания		inan	gent	neut	NOUN	0.19596098684408564	0.15871823330720267	0	0	0.2125782072544098	
возвратов	0.28452417254447937	152	inan	gent	masc	-	NOUN	nmod	окончания		inan	gent	neut	NOUN	0.19596098684408564	0.15871823330720267	0	0	0.2125782072544098	
в	0.28417888283729553	152	-	-	-	-	PREP	case	ПЦР		-	-	-	-	0.19596098684408564	0.7512835164864858	0	0	-0.0865052118897438	
виде	0.14828386902809143	152	inan	loct	masc	-	NOUN	fixed	в		-	-	-	PREP	0.19596098684408564	0.14828386902809143	0	0	0.28417888283729553	
плюсующей	0.5451896786689758	152	-	gent	femn	-	PRTF	amod	ПЦР		-	-	-	-	0.19596098684408564	0.7512835164864858	0	0	-0.0865052118897438	
ПЦР	0.36481451988220215	152	-	-	-	-	-	nmod	возвратов		inan	gent	masc	NOUN	0.19596098684408564	0.36481451988220215	0	0	0.28452417254447937	
венозной	1.1762858629226685	152	-	gent	femn	-	ADJF	amod	крови		inan	gent	femn	NOUN	0.19596098684408564	1.1762858629226685	0	0	1.424481987953186	
крови	1.424481987953186	152	inan	gent	femn	-	NOUN	nmod	ПЦР		-	-	-	-	0.19596098684408564	0.7512835164864858	0	0	-0.0865052118897438	
не	-0.34785494208335876	152	-	-	-	-	PRCL	advmod	зафиксировано		-	-	neut	PRTS	0.19596098684408564	-0.34785494208335876	0	0	0.44452932476997375	
зафиксировано	0.44452932476997375	152	-	-	neut	-	PRTS	punct	достоверен		-	-	masc	ADJS	0.19596098684408564	0.12772004976868628	0	0	0.4628613591194153	
Впрочем	0.29164960980415344	152	-	-	-	-	CONJ	advmod	исключают		-	-	-	VERB	0.2734715011166899	0.020110664516687395	0	0	0.48615553975105286	
эти	0.43889063596725464	152	-	nomn	-	-	ADJF	det	данные		-	nomn	-	PRTF	0.2734715011166899	0.43889063596725464	0	0	-0.0416138730943203	
данные	-0.0416138730943203	152	-	nomn	-	-	PRTF	nsubj	исключают		-	-	-	VERB	0.2734715011166899	0.020110664516687395	0	0	0.48615553975105286	
не	-0.34785494208335876	152	-	-	-	-	PRCL	advmod	исключают		-	-	-	VERB	0.2734715011166899	0.020110664516687395	0	0	0.48615553975105286	
исключают	0.48615553975105286	152	-	-	-	3per	VERB	ROOT	исключают		-	-	-	VERB	0.2734715011166899	0.020110664516687395	0	0	0.48615553975105286	
оккультного	0.3505886197090149	152	-	gent	masc	-	ADJF	amod	ВГС		-	-	-	-	0.2734715011166899	0.3505886197090149	0	0	0.013172347098588943	
ВГС	0.3683566153049469	152	-	-	-	-	-	obj	исключают		-	-	-	VERB	0.2734715011166899	0.020110664516687395	0	0	0.48615553975105286	
но	-0.23804950714111328	152	-	-	-	-	CONJ	cc	может		-	-	-	VERB	0.2734715011166899	0.643644114335378	0	0	-0.16998408734798431	
оный	1.4541492462158203	152	-	nomn	masc	-	ADJF	nsubj	может		-	-	-	VERB	0.2734715011166899	0.643644114335378	0	0	-0.16998408734798431	
может	-0.16998408734798431	152	-	-	-	3per	VERB	conj	исключают		-	-	-	VERB	0.2734715011166899	0.020110664516687395	0	0	0.48615553975105286	
иметь	0.714832603931427	152	-	-	-	-	INFN	xcomp	может		-	-	-	VERB	0.2734715011166899	0.643644114335378	0	0	-0.16998408734798431	
клиническое	0.607476532459259	152	-	nomn	neut	-	ADJF	amod	значение		inan	accs	neut	NOUN	0.2734715011166899	0.607476532459259	0	0	0.37289923429489136	
значение	0.37289923429489136	152	inan	accs	neut	-	NOUN	obj	иметь		-	-	-	INFN	0.2734715011166899	0.24310187250375748	0	0	0.714832603931427	
только	-0.6188740730285645	152	-	-	-	-	ADVB	advmod	трансаминазах		inan	loct	masc	NOUN	0.2734715011166899	0.007176024218400319	0	0	0.1133045107126236	
при	0.03251374512910843	152	-	-	-	-	PREP	case	трансаминазах		inan	loct	masc	NOUN	0.2734715011166899	0.007176024218400319	0	0	0.1133045107126236	
трансаминазах	0.1133045107126236	152	inan	loct	masc	-	NOUN	obl	иметь		-	-	-	INFN	0.2734715011166899	0.24310187250375748	0	0	0.714832603931427	
за	0.6924828886985779	152	-	-	-	-	PREP	case	пределами		inan	ablt	masc	NOUN	0.2734715011166899	0.6924828886985779	0	0	0.607888400554657	
пределами	0.607888400554657	152	inan	ablt	masc	-	NOUN	nmod	трансаминазах		inan	loct	masc	NOUN	0.2734715011166899	0.007176024218400319	0	0	0.1133045107126236	
нормы	0.08114682137966156	152	inan	accs	femn	-	NOUN	ROOT	нормы		inan	accs	femn	NOUN	0.2734715011166899	0.0	0	0	0.08114682137966156	
Ура	-0.08391622453927994	153	-	-	-	-	INTJ	nsubj	будет		-	-	-	VERB	-0.07633714293214408	-0.23418982326984406	0	0	-0.028971174731850624	
у	-0.19833505153656006	153	-	-	-	-	PREP	case	нас		-	gent	-	NPRO	-0.07633714293214408	-0.19833505153656006	0	0	0.2662120759487152	
нас	0.2662120759487152	153	-	gent	-	1per	NPRO	obl	будет		-	-	-	VERB	-0.07633714293214408	-0.23418982326984406	0	0	-0.028971174731850624	
будет	-0.028971174731850624	153	-	-	-	3per	VERB	ROOT	будет		-	-	-	VERB	-0.07633714293214408	-0.23418982326984406	0	0	-0.028971174731850624	
свой	0.5661368370056152	153	inan	accs	masc	-	ADJF	det	даклатасвир		anim	gent	femn	NOUN	-0.07633714293214408	0.5661368370056152	0	0	-0.9137433171272278	
даклатасвир	-0.9137433171272278	153	anim	gent	femn	-	NOUN	nsubj	будет		-	-	-	VERB	-0.07633714293214408	-0.23418982326984406	мед	даклатасвир	-0.028971174731850624	
зачем	-0.07867825776338577	153	-	-	-	-	ADVB	advmod	будет		-	-	-	VERB	-0.07633714293214408	-0.23418982326984406	0	0	-0.028971174731850624	
нам	0.14491517841815948	153	-	datv	-	1per	NPRO	iobj	зачем		-	-	-	ADVB	-0.07633714293214408	0.14491517841815948	0	0	-0.07867825776338577	
индийский	-0.360823392868042	153	-	nomn	masc	-	ADJF	punct	будет		-	-	-	VERB	-0.07633714293214408	-0.23418982326984406	0	0	-0.028971174731850624	
и	-0.16761508584022522	153	-	-	-	-	CONJ	cc	венесуэльский		-	nomn	masc	ADJF	-0.07633714293214408	-0.16761508584022522	0	0	0.015109840780496597	
венесуэльский	0.015109840780496597	153	-	nomn	masc	-	ADJF	conj	индийский		-	nomn	masc	ADJF	-0.07633714293214408	0.015109840780496597	0	0	-0.360823392868042	
У	-0.19833505153656006	154	-	-	-	-	PREP	case	нас		-	gent	-	NPRO	-0.09875165567629868	0.022059760987758636	0	0	0.2662120759487152	
нас	0.2662120759487152	154	-	gent	-	1per	NPRO	obl	лечилось		-	-	neut	VERB	-0.09875165567629868	0.14427995029836893	0	0	0.07970207929611206	
большенство	0.24245457351207733	154	inan	nomn	neut	-	NOUN	nsubj	нас		-	gent	-	NPRO	-0.09875165567629868	0.022059760987758636	0	0	0.2662120759487152	
форума	0.36795246601104736	154	inan	gent	masc	-	NOUN	nmod	большенство		inan	nomn	neut	NOUN	-0.09875165567629868	0.36795246601104736	0	0	0.24245457351207733	
на	-0.046334847807884216	154	-	-	-	-	PREP	case	DAC		-	-	-	-	-0.09875165567629868	-0.046334847807884216	0	0	0.43091022968292236	
DAC	-1.4551489353179932	154	-	-	-	-	-	nmod	форума		inan	gent	masc	NOUN	-0.09875165567629868	-1.4551489353179932	0	даклатасвир	0.36795246601104736	
лечилось	0.07970207929611206	154	-	-	neut	-	VERB	ROOT	лечилось		-	-	neut	VERB	-0.09875165567629868	0.14427995029836893	0	0	0.07970207929611206	
и	-0.16761508584022522	154	-	-	-	-	CONJ	cc	вылечилось		-	-	neut	VERB	-0.09875165567629868	-0.16761508584022522	0	0	0.02234782464802265	
вылечилось	0.02234782464802265	154	-	-	neut	-	VERB	conj	лечилось		-	-	neut	VERB	-0.09875165567629868	0.14427995029836893	0	0	0.07970207929611206	
Специально	0.49161332845687866	157	-	-	-	-	ADVB	advmod	новые		-	nomn	-	ADJF	-0.006299892906099558	0.49161332845687866	0	0	0.6878907084465027	
новые	0.6878907084465027	157	-	nomn	-	-	ADJF	amod	препараты		inan	nomn	masc	NOUN	-0.006299892906099558	0.6878907084465027	0	0	-0.31554216146469116	
препараты	-0.31554216146469116	157	inan	nomn	masc	-	NOUN	nsubj	толкают		-	-	-	VERB	-0.006299892906099558	-0.32673271497090656	0	0	0.047934841364622116	
толкают	0.047934841364622116	157	-	-	-	3per	VERB	ROOT	толкают		-	-	-	VERB	-0.006299892906099558	-0.32673271497090656	0	0	0.047934841364622116	
так	-0.32659250497817993	157	-	-	-	-	CONJ	advmod	толкают		-	-	-	VERB	-0.006299892906099558	-0.32673271497090656	0	0	0.047934841364622116	
как	-0.46102669835090637	157	-	-	-	-	CONJ	fixed	так		-	-	-	CONJ	-0.006299892906099558	-0.1488199383020401	0	0	-0.32659250497817993	
они	0.16338682174682617	157	-	nomn	-	3per	NPRO	discourse	так		-	-	-	CONJ	-0.006299892906099558	-0.1488199383020401	0	0	-0.32659250497817993	
дороже	-0.33806347846984863	157	-	-	-	-	COMP	advmod	толкают		-	-	-	VERB	-0.006299892906099558	-0.32673271497090656	0	0	0.047934841364622116	
Это	0.08339562267065048	157	-	-	-	-	PRCL	ROOT	Это		-	-	-	PRCL	0.07535755233122753	0.31634923815727234	0	0	-0.0008505526930093765	
как	-0.46102669835090637	157	-	-	-	-	CONJ	case	аптеках		inan	loct	femn	NOUN	0.07535755233122753	-0.08842390775680542	0	0	0.16436919569969177	
в	0.28417888283729553	157	-	-	-	-	PREP	case	аптеках		inan	loct	femn	NOUN	0.07535755233122753	-0.08842390775680542	0	0	0.16436919569969177	
аптеках	0.16436919569969177	157	inan	loct	femn	-	NOUN	obl	был		-	-	masc	VERB	0.07535755233122753	0.12047786017258962	0	0	0.31634923815727234	
всегда	0.381416916847229	157	-	-	-	-	ADVB	advmod	был		-	-	masc	VERB	0.07535755233122753	0.12047786017258962	0	0	0.31634923815727234	
был	0.31634923815727234	157	-	-	masc	-	VERB	punct	Это		-	-	-	PRCL	0.07535755233122753	0.31634923815727234	0	0	-0.0008505526930093765	
цитрамон	-0.18435253202915192	157	anim	nomn	masc	-	NOUN	nsubj	был		-	-	masc	VERB	0.07535755233122753	0.12047786017258962	мед	цитрамон	0.31634923815727234	
по	-0.1448189616203308	157	-	-	-	-	PREP	case	рублей		inan	gent	masc	NOUN	0.07535755233122753	-0.04112859070301056	0	0	0.13542458415031433	
6	0.07781226933002472	157	-	-	-	-	-	nummod	9		-	-	-	-	0.07535755233122753	0.07781226933002472	0	0	0.1901763528585434	
9	0.1901763528585434	157	-	-	-	-	-	nummod	рублей		inan	gent	masc	NOUN	0.07535755233122753	-0.04112859070301056	0	0	0.13542458415031433	
рублей	0.13542458415031433	157	inan	gent	masc	-	NOUN	nmod	цитрамон		anim	nomn	masc	NOUN	0.07535755233122753	0.13542458415031433	0	0	-0.18435253202915192	
где	-0.16874316334724426	157	-	-	-	-	ADVB	advmod	рублей		inan	gent	masc	NOUN	0.07535755233122753	-0.04112859070301056	0	0	0.13542458415031433	
