token	entity	coreference_cluster	1 – препарат, 2 – кандидат в анафоры
ДП			
"
"			
Жалко			
мания			
выжигает			
мозг			
будто			
бы			
человек			
жрал			
амфетамин			
марафонами			
А			
сколько			
времени			
так			
уже			
И			
ничего			
вообще			
не			
пил			
Я			
наблюдаю			
его			
творчество			
уже			
2			
года			
но			
у			
меня			
подозрение			
что			
он			
и			
раньше			
так			
писал			
Не			
пьет			
ничего			
только			
сидит			
дома			
и			
все			
время			
пишет			
в			
соц			
сетях			
"
"			
ixth			
сказал(а			
19			
Окт			
2020			
05:45			
ДП			
"
"			
Я			
наблюдаю			
его			
творчество			
уже			
2			
года			
но			
у			
меня			
подозрение			
что			
он			
и			
раньше			
так			
писал			
Не			
пьет			
ничего			
только			
сидит			
дома			
и			
все			
время			
пишет			
в			
соц			
сетях			
Вроде			
бы			
мании			
при			
биполярке			
длятся			
около			
двух			
месяцев			
затем			
скатывание			
в			
депру			
Вы			
уверены			
что			
это			
именно			
мания			
Хотя			
мой			
док			
говорил			
что			
встречаются			
люди			
которые			
могут			
долго			
или			
даже			
перманенто			
находится			
в			
состоянии			
гипомании			
даже			
упоминал			
каких			
то			
известных			
психиатров			
которые			
творили			
труды			
в			
гипомании			
"
"			
Я			
думаю			
что			
у			
него			
шизо			
так			
как			
логика			
почти			
не			
работает			
"
"			
ghjk_конформист			
сказал(а			
13			
Окт			
2020			
2:28			
ПП			
"
"			
Карбамазепин			
и			
его			
производные(типа			
окскарбазепина			
и			
амитриптилин			
и			
подобные			
ему			
типа			
имипрамина			
и			
мелипрамина			
Все			
эти			
лекарства			
являются			
сильными			
дофамино			
и			
холино			
литиками			
подобно			
нейролептикам			
Неизвестно			
только			
является			
ли			
их			
действие			
необратимым			
То			
есть			
вам			
подсовывают			
не			
нейролептики			
но			
крайне			
похожие			
лекарства			
Я			
пью			
на			
ночь			
Хлорпротиксен+Карбамазепин			
Выписали			
от			
бессонницы			
Это			
плохо			
"
"			
СергейМА			
сказал(а			
19			
Окт			
2020			
06:26			
ДП			
"
"			
Вроде			
бы			
мании			
при			
биполярке			
длятся			
около			
двух			
месяцев			
затем			
скатывание			
в			
депру			
Вы			
уверены			
что			
это			
именно			
мания			
Хотя			
мой			
док			
говорил			
что			
встречаются			
люди			
которые			
могут			
долго			
или			
даже			
перманенто			
находится			
в			
состоянии			
гипомании			
даже			
упоминал			
каких			
то			
известных			
психиатров			
которые			
творили			
труды			
в			
гипомании			
Да			
большинство			
людей			
постоянно			
живут			
в			
гипомании			
и			
не			
скатываются			
ни			
в			
какую			
депру			
Но			
для			
них			
это			
не			
гипомания			
ведь			
главный			
параметр			
гипомании			
это			
активнасть			
не			
свойственная			
данному			
человеку			
А			
как			
депрессивный			
или			
шизик			
проявляют			
какую			
то			
активность			
так			
это			
сразу			
гипомания-			
болезненное			
состояние			
"
"			
Дмитрий_37			
сказал(а			
19			
Окт			
2020			
3:04			
ПП			
"
"			
Я			
пью			
на			
ночь			
Хлорпротиксен+Карбамазепин			
Выписали			
от			
бессонницы			
Это			
плохо			
Труксал			
как			
сядешь			
потом			
не			
слезешь			
А			
сначало			
класс			
я			
с			
25			
мг			
еле			
до			
кровати			
добирался			
Вот			
это			
снотворное			
думал			
Сейчас			
на			
200-х			
Меньше			
можно			
со			
сном			
попрощаться			
А			
карбамазепин			
натрий			
с			
него			
падает			
что			
не			
есть			
гуд			
Хотя			
если			
солёного			
много			
есть			
то			
и			
норм			
может			
быть			
"
"			
Здравствуйте			
Кто			
знает			
какие			
НЛ			
при			
средне			
длительном			
приеме			
2			
3			
мес			
могут			
повысить			
плотность			
D2			
рецепторов			
Хотел			
бы			
себя			
«			
поовощить			
»			
некоторое			
время			
чтобы			
при			
отмене			
восстановилась			
усилилась			
чувствительность			
Что			
может			
подойти			
Думал			
Амисульприд			
200			
мг			
но			
увидел			
сообщение			
ветерана			
форума			
что			
Амисульприд			
наоборот			
цениться			
тем			
что			
не			
повышает			
и			
от			
этого			
нет			
рекошета			
при			
отмене			
Буду			
благодарен			
за			
советы			
"
"			
Не			
очень			
идейка			
Сколько			
там			
того			
синдрома			
отмены			
будет			
Ну			
один			
день			
или			
два			
Будете			
за			
это			
неделю			
контуженным			
ходить			
овоощить			
это			
както			
уж			
слишком			
безобидно			
звучит			
Мини			
дозы			
используют			
в			
основном			
с			
такой			
целью			
Флюанксол			
например			
Мне			
ПТ			
респеридон			
советовал			
хотя			
может			
оттого			
что			
проще			
выписать			
было			
"
"			
Увеличение			
плотности			
и			
чувствительности			
d2			
рецепторов			
это			
путь			
к			
поздней			
дискинезии			
"
"			
Forvealis			
сказал(а			
9			
Окт			
2020			
9:47			
ПП			
"
"			
Увеличение			
плотности			
и			
чувствительности			
d2			
рецепторов			
это			
путь			
к			
поздней			
дискинезии			
Согласен			
если			
плотность			
и			
так			
в			
норме			
У			
меня			
же			
наоборот			
после			
года			
полтора			
приёма			
НЛ			
чувствительность			
и			
плотность			
упала			
даже			
ПЭТ			
делал			
довести			
бы			
до			
нормы			
или			
хотя			
бы			
приблизится			
к			
ней			
...			
"
"			
Причём			
НЛ			
был			
Арипипразол			
в			
плазменных			
концентациях			
равняющихся			
примерно			
100			
мг			
перорально			
был			
полным			
овощем			
с			
трясущимися			
руками			
ногами			
и			
головой			
еле			
фразы			
предложения			
составлял			
в			
диалоге			
сейчас			
спасает			
Селегелин			
но			
он			
сам			
же			
по			
себе			
вызывает			
даун			
регуляцию			
Конечно			
возможно			
эти			
изменения			
уже			
необратимы			
но			
я			
не			
думаю			
что			
2			
3			
месяца			
«			
овощизма			
»			
и			
попытки			
нарастить			
плотность			
в			
обратную			
сторону			
приедет			
к			
поздней			
дискенизии			
слишком			
маленький			
срок			
Кстати			
она			
сама			
ПД			
вызывается			
обычно			
повышением			
плотности			
в			
нигре			
а			
мне			
бы			
поднять			
в			
мезолимбике			
поэтому			
и			
подумал			
об			
Амисульприде			
который			
преимущественно			
работает			
именно			
в			
лимбике			
думал			
им			
в			
дозировках			
200			
400			
себя			
поовощить			
параллельно			
принимая			
ударные			
дозв			
витаминов			
мексидола			
ацетилкарнитина			
Но			
ветеран			
форума			
заявил			
пару			
лет			
назад			
в			
ветке			
про			
Амисульприд			
что			
он			
наоборот			
этого			
не			
делает			
’			
"
"			
Хотелось			
бы			
отменить			
АДы			
Селегелин			
60			
мг			
заовощить			
мезолимбику			
на			
несколько			
месяцев			
и			
попробовать			
вообще			
убежать			
от			
фармы			
полностью			
или			
хотя			
бы			
частично			
Сейчас			
меня			
в			
норму			
приводят			
лишь			
дофамин			
позитивные			
препараты			
Разагилин			
Селегелин			
Бупропион			
Но			
последний			
доставать			
в			
РФ			
настолько			
сложно			
долго			
и			
дорого			
что			
месячный			
курс			
выходит			
под			
60к+			
завозя			
официально			
декларируя			
на			
таможне			
лично			
с			
сопроводительными			
документами			
И			
все			
равно			
эти			
дофамин			
позитивные			
препараты			
рано			
или			
поздно			
в			
теории			
вызывают			
даун			
регуляцию			
а			
хотелось			
бы			
всё			
дофамин			
позитивное			
бросить			
и			
заовощиться			
на			
некоторое			
время			
в			
надежде			
что			
там			
что			
то			
нарастет			
и			
после			
резкой			
или			
плавной			
отмены			
хотя			
бы			
достичь			
какого			
то			
уровня			
удовлетворительной			
жизни			
....			
"
"			
P.S.			
В			
целом			
у			
меня			
нет			
депрессии			
борюсь			
именно			
с			
дофамин			
зависимой			
ангедонией			
"
"			
СергейМА			
сказал(а			
10			
Окт			
2020			
12:27			
ДП			
"
"			
Согласен			
если			
плотность			
и			
так			
в			
норме			
У			
меня			
же			
наоборот			
после			
года			
полтора			
приёма			
НЛ			
чувствительность			
и			
плотность			
упала			
даже			
ПЭТ			
делал			
довести			
бы			
до			
нормы			
или			
хотя			
бы			
приблизится			
к			
ней			
...			
"
"			
Причём			
НЛ			
был			
Арипипразол			
в			
плазменных			
концентациях			
равняющихся			
примерно			
100			
мг			
перорально			
был			
полным			
овощем			
с			
трясущимися			
руками			
ногами			
и			
головой			
еле			
фразы			
предложения			
составлял			
в			
диалоге			
сейчас			
спасает			
Селегелин			
но			
он			
сам			
же			
по			
себе			
вызывает			
даун			
регуляцию			
Конечно			
возможно			
эти			
изменения			
уже			
необратимы			
но			
я			
не			
думаю			
что			
2			
3			
месяца			
«			
овощизма			
»			
и			
попытки			
нарастить			
плотность			
в			
обратную			
сторону			
приедет			
к			
поздней			
дискенизии			
слишком			
маленький			
срок			
Кстати			
она			
сама			
ПД			
вызывается			
обычно			
повышением			
плотности			
в			
нигре			
а			
мне			
бы			
поднять			
в			
мезолимбике			
поэтому			
и			
подумал			
об			
Амисульприде			
который			
преимущественно			
работает			
именно			
в			
лимбике			
думал			
им			
в			
дозировках			
200			
400			
себя			
поовощить			
параллельно			
принимая			
ударные			
дозв			
витаминов			
мексидола			
ацетилкарнитина			
Но			
ветеран			
форума			
заявил			
пару			
лет			
назад			
в			
ветке			
про			
Амисульприд			
что			
он			
наоборот			
этого			
не			
делает			
’			
"
"			
Хотелось			
бы			
отменить			
АДы			
Селегелин			
60			
мг			
заовощить			
мезолимбику			
на			
несколько			
месяцев			
и			
попробовать			
вообще			
убежать			
от			
фармы			
полностью			
или			
хотя			
бы			
частично			
Сейчас			
меня			
в			
норму			
приводят			
лишь			
дофамин			
позитивные			
препараты			
Разагилин			
Селегелин			
Бупропион			
Но			
последний			
доставать			
в			
РФ			
настолько			
сложно			
долго			
и			
дорого			
что			
месячный			
курс			
выходит			
под			
60к+			
завозя			
официально			
декларируя			
на			
таможне			
лично			
с			
сопроводительными			
документами			
И			
все			
равно			
эти			
дофамин			
позитивные			
препараты			
рано			
или			
поздно			
в			
теории			
вызывают			
даун			
регуляцию			
а			
хотелось			
бы			
всё			
дофамин			
позитивное			
бросить			
и			
заовощиться			
на			
некоторое			
время			
в			
надежде			
что			
там			
что			
то			
нарастет			
и			
после			
резкой			
или			
плавной			
отмены			
хотя			
бы			
достичь			
какого			
то			
уровня			
удовлетворительной			
жизни			
....			
"
"			
P.S.			
В			
целом			
у			
меня			
нет			
депрессии			
борюсь			
именно			
с			
дофамин			
зависимой			
ангедонией			
Для			
начала			
достаточно			
лишить			
себя			
излишних			
выбросов			
естественного			
дофамина			
и			
заодно			
других			
нейромедиаторов			
и			
как			
раз			
там			
где			
нужно			
Это			
и			
приведёт			
к			
up			
regulation			
там			
где			
нужно			
Оглушающие			
рецепторы			
выбросы			
ведущие			
к			
даун			
регуляции			
происходят			
при			
оргазме			
Избыточный			
секс			
не			
естественеен			
для			
хомосапиенс			
и			
стал			
доступен			
экономически			
из			
за			
падения			
стоимости			
килокалорий			
лишь			
последние			
5000			
лет			
Полный			
отказ			
от			
секса			
любого			
и			
даже			
избегание			
поллюций			
Дней			
40			
воздержания			
сушат			
не			
меньше			
таблетки			
респередона			
Переживите			
сначало			
это			
Дипрессия			
может			
стать			
не			
только			
агедонической			
но			
и			
тревожного			
типа			
с			
нарушениями			
сна			
так			
как			
 			
тут			
будет			
и			
серотониновая			
и			
окситоциновая			
сушка			
Состояния			
к			
деньку			
35му			
жуткое			
Уже			
это			
медленно			
но			
верно			
приведёт			
к			
up			
regulation			
там			
где			
нужно			
и			
отказу			
от			
любой			
фармы			
Пол			
года			
без			
секса			
и			
вы			
жизнерадостный			
человек			
Потом			
можно			
будет			
и			
респиридончиком			
посушиться			
но			
скорей			
всего			
это			
будет			
уже			
не			
нужно			
разве			
только			
если			
вы			
не			
захотите			
вернуть			
 			
детские			
ощущения			
от			
жизни			
по			
его			
отмене			
Но			
сушится			
нейролептиками			
надо			
в			
небольших			
дозах			
Большие			
дозы			
нейролептиков			
не			
приведут			
к			
 			
ап			
регуляции			
а			
приведут			
к			
необратимой			
дисентезации			
То			
есть			
убьёте			
рецепторы			
А			
Интернализация			
рецепторов			
 			
Рециклизация			
"
"			
Ресенситизация			
займут			
потом			
долгие			
месяцы			
и			
даже			
более			
года			
Пример			
этому			
 			
ваши			
100			
мг			
Арипипразола			
перорально			
"
"			
Морфеус			
сказал(а			
10			
Окт			
2020			
7:50			
ПП			
"
"			
Для			
начала			
достаточно			
лишить			
себя			
излишних			
выбросов			
естественного			
дофамина			
и			
заодно			
других			
нейромедиаторов			
и			
как			
раз			
там			
где			
нужно			
Это			
и			
приведёт			
к			
up			
regulation			
там			
где			
нужно			
Оглушающие			
рецепторы			
выбросы			
ведущие			
к			
даун			
регуляции			
происходят			
при			
оргазме			
Избыточный			
секс			
не			
естественеен			
для			
хомосапиенс			
и			
стал			
доступен			
экономически			
из			
за			
падения			
стоимости			
килокалорий			
лишь			
последние			
5000			
лет			
Полный			
отказ			
от			
секса			
любого			
и			
даже			
избегание			
поллюций			
Дней			
40			
воздержания			
сушат			
не			
меньше			
таблетки			
респередона			
Переживите			
сначало			
это			
Дипрессия			
может			
стать			
не			
только			
агедонической			
но			
и			
тревожного			
типа			
с			
нарушениями			
сна			
так			
как			
тут			
будет			
и			
серотониновая			
и			
окситоциновая			
сушка			
Состояния			
к			
деньку			
35му			
жуткое			
Уже			
это			
медленно			
но			
верно			
приведёт			
к			
up			
regulation			
там			
где			
нужно			
и			
отказу			
от			
любой			
фармы			
Пол			
года			
без			
секса			
и			
вы			
жизнерадостный			
человек			
Потом			
можно			
будет			
и			
респиридончиком			
посушиться			
но			
скорей			
всего			
это			
будет			
уже			
не			
нужно			
разве			
только			
если			
вы			
не			
захотите			
вернуть			
детские			
ощущения			
от			
жизни			
по			
его			
отмене			
Но			
сушится			
нейролептиками			
надо			
в			
небольших			
дозах			
Большие			
дозы			
нейролептиков			
не			
приведут			
к			
ап			
регуляции			
а			
приведут			
к			
необратимой			
дисентезации			
То			
есть			
убьёте			
рецепторы			
А			
Интернализация			
рецепторов			
Рециклизация			
"
"			
Ресенситизация			
займут			
потом			
долгие			
месяцы			
и			
даже			
более			
года			
Пример			
этому			
ваши			
100			
мг			
Арипипразола			
перорально			
Спасибо			
за			
ответ			
Лишение			
Секса			
уже			
само			
по			
себе			
произошло			
Непонятно			
правда			
почему			
на			
Разагилине			
все			
было			
гуд			
месяца			
3			
4			
перло			
стояк			
с			
утра			
желание			
запрыгнуть			
на			
жену			
красочные			
и			
мощные			
оргазмы			
желания			
тусоваться			
и			
жить			
полной			
жизнью			
как			
будто			
вернулся			
в			
состояние			
до			
длительного			
и			
избыточного			
курса			
НЛ			
но			
от			
него			
впоследствии			
возникали			
другие			
побочки			
тремор			
потливость			
но			
зато			
интеллект			
работал			
на			
уровне			
но			
партнёры			
при			
встречах			
из			
за			
тремора			
периодически			
спрашивали			
а			
не			
на			
кокаине			
ли			
я			
Ибо			
внешне			
колбасило			
да			
и			
секса			
было			
не			
более			
раза			
в			
неделю			
с			
женой			
без			
всякой			
постоянной			
дрочки			
затем			
перешли			
в			
Сентябре			
на			
Селегелин			
это			
все			
вместе			
с			
доком			
тремор			
пропал			
интеллект			
на			
уровне			
потливость			
пропала			
появилось			
ощущение			
уверенности			
идеаторные			
функции			
улучшились			
работоспособность			
способность			
придумывать			
новые			
идеи			
в			
целом			
ментально			
даже			
лучше			
чем			
на			
Разагилине			
Но			
с			
какого			
то			
хрена			
отрубилась			
либидо			
вообще			
даже			
гидравлика			
не			
работает			
как			
не			
«			
тереби			
»			
безуспешно			
то			
есть			
самим			
оргазмом			
я			
не			
мог			
сделать			
даун			
регуляцию			
Тут			
ещё			
возможно			
что			
Селегелин			
в			
моей			
дозировке			
60мг			
сути			
долбит			
еще			
и			
серотонин			
и			
из			
за			
этого			
упало			
либидо			
как			
бывает			
на			
СИОЗСах			
но			
не			
факт			
норадреналиновых			
побочек			
нет			
вообще			
зрачки			
не			
расширены			
МП			
в			
норме			
на			
ССС			
влияния			
никакого			
нет			
Возможно			
даун			
регуляция			
возникла			
от			
применения			
дофамин			
позитивных			
препаратах			
на			
и			
так			
«			
подубитой			
мезолимбике			
»			
От			
этого			
и			
возникла			
идея			
отменить			
дофаминовые			
препараты			
вообще			
отказаться			
от			
всех			
удовольствий			
и			
просушится			
по			
дофаминовой			
системе			
желательно			
без			
ЭПС			
задумался			
о			
Амисульприде			
который			
вроде			
как			
раз			
преимущественно			
работает			
в			
мезолимбике			
в			
которой			
и			
необходима			
АП			
регуляция			
Наверное			
вы			
правы			
что			
полноценную			
антипсихотическую			
дозировку			
принимать			
не			
стоит			
было			
бы			
неплохо			
заблокировать			
к			
примеру			
половину			
D2			
на			
какой			
то			
срок			
Такое			
и			
жизни			
не			
помешает			
немного			
заовощит			
Вы			
правы			
что			
полные			
АП			
дозы			
принимать			
не			
стоит			
Что			
бы			
вы			
посоветовали			
И			
на			
какой			
срок			
На			
период			
овощизма			
планировал			
пичкать			
себя			
витаминами			
Пронаталь			
Д3			
и			
Мексидолом			
чтобы			
были			
все			
микроэлементы			
для			
восстановления			
этих			
белковых			
грибочков			
рецепторов			
Очень			
нужен			
Ваш			
совет			
Мой			
док			
считает			
наоборот			
что			
нужно			
аугментировать			
Селегелин			
но			
внутренний			
голос			
считает			
что			
наоборот			
надо			
отказаться			
от			
всего			
и			
«			
посушиться			
»			
какое			
то			
время			
возможно			
потом			
такие			
препараты			
и			
не			
понадобятся			
...			
"
"			
Буду			
очень			
благодарен			
за			
Советы			
"
"			
СергейМА			
сказал(а			
10			
Окт			
2020			
11:58			
ПП			
"
"			
Спасибо			
за			
ответ			
Лишение			
Секса			
уже			
само			
по			
себе			
произошло			
Непонятно			
правда			
почему			
на			
Разагилине			
все			
было			
гуд			
месяца			
3			
4			
перло			
стояк			
с			
утра			
желание			
запрыгнуть			
на			
жену			
красочные			
и			
мощные			
оргазмы			
желания			
тусоваться			
и			
жить			
полной			
жизнью			
как			
будто			
вернулся			
в			
состояние			
до			
длительного			
и			
избыточного			
курса			
НЛ			
но			
от			
него			
впоследствии			
возникали			
другие			
побочки			
тремор			
потливость			
но			
зато			
интеллект			
работал			
на			
уровне			
но			
партнёры			
при			
встречах			
из			
за			
тремора			
периодически			
спрашивали			
а			
не			
на			
кокаине			
ли			
я			
Ибо			
внешне			
колбасило			
да			
и			
секса			
было			
не			
более			
раза			
в			
неделю			
с			
женой			
без			
всякой			
постоянной			
дрочки			
затем			
перешли			
в			
Сентябре			
на			
Селегелин			
это			
все			
вместе			
с			
доком			
тремор			
пропал			
интеллект			
на			
уровне			
потливость			
пропала			
появилось			
ощущение			
уверенности			
идеаторные			
функции			
улучшились			
работоспособность			
способность			
придумывать			
новые			
идеи			
в			
целом			
ментально			
даже			
лучше			
чем			
на			
Разагилине			
Но			
с			
какого			
то			
хрена			
отрубилась			
либидо			
вообще			
даже			
гидравлика			
не			
работает			
как			
не			
«			
тереби			
»			
безуспешно			
то			
есть			
самим			
оргазмом			
я			
не			
мог			
сделать			
даун			
регуляцию			
Тут			
ещё			
возможно			
что			
Селегелин			
в			
моей			
дозировке			
60мг			
сути			
долбит			
еще			
и			
серотонин			
и			
из			
за			
этого			
упало			
либидо			
как			
бывает			
на			
СИОЗСах			
но			
не			
факт			
норадреналиновых			
побочек			
нет			
вообще			
зрачки			
не			
расширены			
МП			
в			
норме			
на			
ССС			
влияния			
никакого			
нет			
Возможно			
даун			
регуляция			
возникла			
от			
применения			
дофамин			
позитивных			
препаратах			
на			
и			
так			
«			
подубитой			
мезолимбике			
»			
От			
этого			
и			
возникла			
идея			
отменить			
дофаминовые			
препараты			
вообще			
отказаться			
от			
всех			
удовольствий			
и			
просушится			
по			
дофаминовой			
системе			
желательно			
без			
ЭПС			
задумался			
о			
Амисульприде			
который			
вроде			
как			
раз			
преимущественно			
работает			
в			
мезолимбике			
в			
которой			
и			
необходима			
АП			
регуляция			
Наверное			
вы			
правы			
что			
полноценную			
антипсихотическую			
дозировку			
принимать			
не			
стоит			
было			
бы			
неплохо			
заблокировать			
к			
примеру			
половину			
D2			
на			
какой			
то			
срок			
Такое			
и			
жизни			
не			
помешает			
немного			
заовощит			
Вы			
правы			
что			
полные			
АП			
дозы			
принимать			
не			
стоит			
Что			
бы			
вы			
посоветовали			
И			
на			
какой			
срок			
На			
период			
овощизма			
планировал			
пичкать			
себя			
витаминами			
Пронаталь			
Д3			
и			
Мексидолом			
чтобы			
были			
все			
микроэлементы			
для			
восстановления			
этих			
белковых			
грибочков			
рецепторов			
Очень			
нужен			
Ваш			
совет			
Мой			
док			
считает			
наоборот			
что			
нужно			
аугментировать			
Селегелин			
но			
внутренний			
голос			
считает			
что			
наоборот			
надо			
отказаться			
от			
всего			
и			
«			
посушиться			
»			
какое			
то			
время			
возможно			
потом			
такие			
препараты			
и			
не			
понадобятся			
...			
"
"			
Буду			
очень			
благодарен			
за			
Советы			
Амисульприд			
loose			
binding			
парциальный			
агонист			
там			
никакой			
апрегуляции			
не			
будет			
Хотите			
апрегуляции			
жрите			
трифтазин			
или			
галоперидол			
Простите			
но			
мне			
кажется			
вы			
занимаетесь			
херней			
Хотите			
чтобы			
перло			
либидо			
было			
11			
из			
10			
и			
мощные			
оргазмы			
обходите			
нейролептики			
стороной			
Все			
чего			
вы			
так			
добьетесь			
это			
не			
очень			
приятные			
побочки			
от			
антипсихотиков			
Амисульприд			
не			
работает			
преимущественно			
в			
мезолимбике			
не			
существует			
нейролептиков			
которые			
работают			
тут			
и			
не			
работают			
там			
они			
все			
хватают			
рецепторы			
повсюду			
Не			
говоря			
уже			
о			
том			
что			
от			
амисульприда			
взлетит			
пролактин			
и			
пока			
прощай			
либидо			
и			
привет			
молоко			
в			
груди			
Лучший			
совет			
который			
я			
могу			
вам			
дать			
заканчивайте			
с			
даун			
апрегуляциями			
все			
нихрена			
не			
так			
просто			
как			
вы			
описываете			
"
"			
Forvealis			
сказал(а			
11			
Окт			
2020			
12:53			
ДП			
"
"			
Амисульприд			
loose			
binding			
парциальный			
агонист			
там			
никакой			
апрегуляции			
не			
будет			
Хотите			
апрегуляции			
жрите			
трифтазин			
или			
галоперидол			
Простите			
но			
мне			
кажется			
вы			
занимаетесь			
херней			
Хотите			
чтобы			
перло			
либидо			
было			
11			
из			
10			
и			
мощные			
оргазмы			
обходите			
нейролептики			
стороной			
Все			
чего			
вы			
так			
добьетесь			
это			
не			
очень			
приятные			
побочки			
от			
антипсихотиков			
Амисульприд			
не			
работает			
преимущественно			
в			
мезолимбике			
не			
существует			
нейролептиков			
которые			
работают			
тут			
и			
не			
работают			
там			
они			
все			
хватают			
рецепторы			
повсюду			
Не			
говоря			
уже			
о			
том			
что			
от			
амисульприда			
взлетит			
пролактин			
и			
пока			
прощай			
либидо			
и			
привет			
молоко			
в			
груди			
Лучший			
совет			
который			
я			
могу			
вам			
дать			
заканчивайте			
с			
даун			
апрегуляциями			
все			
нихрена			
не			
так			
просто			
как			
вы			
описываете			
Возможно			
вы			
правы			
Мой			
док			
тоже			
считает			
что			
при			
Ангедонии			
не			
стоит			
думать			
о			
НЛ			
вообще			
но			
это			
мое			
мнение			
клин			
клином			
вышибает			
если			
не			
борщить			
с			
дозировкой			
НЛ			
Док			
считает			
что			
победа			
только			
в			
повышении			
дофамин			
позитивных			
препаратов			
вплоть			
до			
связки			
Селегелин+Бупропион			
Но			
не			
кажется			
ли			
вам			
что			
произойдёт			
ещё			
более			
сильная			
даун			
регуляция			
Задумывались			
даже			
подключить			
Пимавансерин			
или			
похожее			
Ритансерин			
Скажем			
так			
экспериментальная			
психиатрия			
Но			
заливать			
мозг			
дофамином			
ведь			
может			
сделать			
только			
еще			
хуже			
Или			
потом			
просто			
дофамин			
позитивную			
схему			
просто			
резко			
отменить			
спустя			
несколько			
месяцев			
ремиссии			
и			
пусть			
сам			
мозг			
постарается			
вернутся			
на			
нужный			
уровень			
помогая			
витаминами			
микроэлементами			
и			
всякими			
мексидолами			
Но			
почему			
то			
у			
меня			
возникла			
идея			
отменить			
все			
дофамин			
позитивное			
и			
вдобавок			
еще			
и			
загасить			
часть			
рецепторов			
в			
надежде			
на			
более			
сильную			
АП			
регуляцию			
после			
чего			
вообще			
избавится			
от			
всей			
АД			
фармы			
скажем			
так			
устроить			
стресс			
тест			
из			
большого			
плюса			
к			
которому			
мозг			
уже			
привык			
устроить			
хороший			
такой			
минус			
гомеостаз			
же			
должен			
произойти			
пытаясь			
вернуть			
в			
ту			
норму			
к			
которой			
мозг			
уже			
привык			
...			
но			
я			
сам			
не			
врач			
но			
мне			
кажется			
год			
на			
дофамин			
позитивных			
препаратах			
пора			
заканчивать			
и			
дать			
пинок			
по			
минусу			
пусть			
биология			
начнёт			
это			
компенсировать			
В			
любом			
случае			
благлдарен			
всем			
кто			
отпишется			
в			
теме			
P.S.			
Кто			
то			
писал			
здесь			
даже			
об			
эффективности			
1/4			
Трифтазина			
который			
пролактин			
не			
так			
нагоняет			
может			
стоит			
просушится			
скажем			
так			
1/2			
на			
несколько			
месяцев			
...			
"
"			
СергейМА			
сказал(а			
11			
Окт			
2020			
01:40			
ДП			
"
"			
P.S.			
Кто			
то			
писал			
здесь			
даже			
об			
эффективности			
1/4			
Трифтазина			
который			
пролактин			
не			
так			
нагоняет			
может			
стоит			
просушится			
скажем			
так			
1/2			
на			
несколько			
месяцев			
...			
"
"			
На			
всякий			
случай			
попробуйте			
начать			
с			
1/4			
вдруг			
вам			
так			
понравится			
больше			
чем			
на			
1/2			
Активирующий			
эффект			
от			
1/4			
Трифтазина			
держится			
уже			
более			
4			
месяцев			
возможно			
вам			
и			
заглушать			
ничего			
не			
понадобится			
Еще			
Флюанксол			
в			
низких			
дозах			
может			
сработать			
Насчет			
амисульприда			
сульпирида			
у			
некоторых			
людей			
гиперпролактинемия			
протекает			
без			
явных			
симптомов			
Классный			
док			
у			
вас			
кстати			
"
"			
СергейМА			
сказал(а			
11			
Окт			
2020			
01:40			
ДП			
"
"			
Возможно			
вы			
правы			
Мой			
док			
тоже			
считает			
что			
при			
Ангедонии			
не			
стоит			
думать			
о			
НЛ			
вообще			
но			
это			
мое			
мнение			
клин			
клином			
вышибает			
если			
не			
борщить			
с			
дозировкой			
НЛ			
Док			
считает			
что			
победа			
только			
в			
повышении			
дофамин			
позитивных			
препаратов			
вплоть			
до			
связки			
Селегелин+Бупропион			
Но			
не			
кажется			
ли			
вам			
что			
произойдёт			
ещё			
более			
сильная			
даун			
регуляция			
Задумывались			
даже			
подключить			
Пимавансерин			
или			
похожее			
Ритансерин			
Скажем			
так			
экспериментальная			
психиатрия			
Но			
заливать			
мозг			
дофамином			
ведь			
может			
сделать			
только			
еще			
хуже			
Или			
потом			
просто			
дофамин			
позитивную			
схему			
просто			
резко			
отменить			
спустя			
несколько			
месяцев			
ремиссии			
и			
пусть			
сам			
мозг			
постарается			
вернутся			
на			
нужный			
уровень			
помогая			
витаминами			
микроэлементами			
и			
всякими			
мексидолами			
Но			
почему			
то			
у			
меня			
возникла			
идея			
отменить			
все			
дофамин			
позитивное			
и			
вдобавок			
еще			
и			
загасить			
часть			
рецепторов			
в			
надежде			
на			
более			
сильную			
АП			
регуляцию			
после			
чего			
вообще			
избавится			
от			
всей			
АД			
фармы			
скажем			
так			
устроить			
стресс			
тест			
из			
большого			
плюса			
к			
которому			
мозг			
уже			
привык			
устроить			
хороший			
такой			
минус			
гомеостаз			
же			
должен			
произойти			
пытаясь			
вернуть			
в			
ту			
норму			
к			
которой			
мозг			
уже			
привык			
...			
но			
я			
сам			
не			
врач			
но			
мне			
кажется			
год			
на			
дофамин			
позитивных			
препаратах			
пора			
заканчивать			
и			
дать			
пинок			
по			
минусу			
пусть			
биология			
начнёт			
это			
компенсировать			
В			
любом			
случае			
благлдарен			
всем			
кто			
отпишется			
в			
теме			
P.S.			
Кто			
то			
писал			
здесь			
даже			
об			
эффективности			
1/4			
Трифтазина			
который			
пролактин			
не			
так			
нагоняет			
может			
стоит			
просушится			
скажем			
так			
1/2			
на			
несколько			
месяцев			
...			
"
"			
Никакой			
даунрегуляции			
