TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER
имеете	163	-	-	-	2per	VERB	ROOT	имеете	VERB	-	-	-	VERB	-0.3199135636289914	0	0
в	163	-	-	-	-	PREP	advmod	имеете	VERB	-	-	-	VERB	-0.3199135636289914	0	0
виду	163	inan	loc2	masc	-	NOUN	fixed	в	PREP	-	-	-	PREP	-0.3199135636289914	0	0
И	164	-	-	-	-	CONJ	cc	дайте	VERB	-	-	-	VERB	-0.2718504585325718	0	0
дайте	164	-	-	-	-	VERB	ROOT	дайте	VERB	-	-	-	VERB	-0.2718504585325718	0	0
пруф	164	anim	nomn	masc	-	NOUN	iobj	дайте	VERB	-	-	-	VERB	-0.2718504585325718	0	0
подтверждающий	164	-	nomn	masc	-	PRTF	advcl	дайте	VERB	-	-	-	VERB	-0.2718504585325718	0	0
получение	164	inan	accs	neut	-	NOUN	obj	подтверждающий	PRTF	-	nomn	masc	PRTF	-0.2718504585325718	0	0
ими	164	-	ablt	-	3per	NPRO	nmod	получение	NOUN	inan	accs	neut	NOUN	-0.2718504585325718	0	0
зарплаты	164	inan	gent	femn	-	NOUN	nmod	получение	NOUN	inan	accs	neut	NOUN	-0.2718504585325718	0	0
от	164	-	-	-	-	PREP	case	нац	-	-	-	-	-	-0.2718504585325718	0	0
нац	164	-	-	-	-	-	nmod	зарплаты	NOUN	inan	gent	femn	NOUN	-0.2718504585325718	0	0
минздрава	164	inan	gent	masc	-	NOUN	obj	дайте	VERB	-	-	-	VERB	-0.2718504585325718	0	0
ВГС	163	-	-	-	-	-	nsubj	нет	PRED	-	-	-	PRED	-0.23565008897673	0	0
диссидентов	163	anim	gent	masc	-	NOUN	nmod	ВГС	-	-	-	-	-	-0.23565008897673	0	0
на	163	-	-	-	-	PREP	case	взгляд	NOUN	inan	accs	masc	NOUN	-0.23565008897673	0	0
мой	163	-	nomn	masc	-	ADJF	det	взгляд	NOUN	inan	accs	masc	NOUN	-0.23565008897673	0	0
взгляд	163	inan	accs	masc	-	NOUN	obl	нет	PRED	-	-	-	PRED	-0.23565008897673	0	0
нет	163	-	-	-	-	PRED	ROOT	нет	PRED	-	-	-	PRED	-0.23565008897673	0	0
вообще	163	-	-	-	-	ADVB	advmod	авторов	NOUN	anim	gent	masc	NOUN	-0.23565008897673	0	0
среди	163	-	-	-	-	PREP	case	авторов	NOUN	anim	gent	masc	NOUN	-0.23565008897673	0	0
известных	163	-	gent	-	-	ADJF	amod	авторов	NOUN	anim	gent	masc	NOUN	-0.23565008897673	0	0
авторов	163	anim	gent	masc	-	NOUN	obl	нет	PRED	-	-	-	PRED	-0.23565008897673	0	0
публикаций	163	inan	gent	femn	-	NOUN	nmod	авторов	NOUN	anim	gent	masc	NOUN	-0.23565008897673	0	0
Но	163	-	-	-	-	CONJ	cc	есть	INFN	-	-	-	INFN	-0.33732354723744923	0	0
есть	163	-	-	-	-	INFN	ROOT	есть	INFN	-	-	-	INFN	-0.33732354723744923	0	0
дискуссии	163	inan	gent	femn	-	NOUN	nsubj	есть	INFN	-	-	-	INFN	-0.33732354723744923	0	0
относительно	163	-	-	-	-	PREP	case	того	ADJF	-	gent	neut	ADJF	-0.33732354723744923	0	0
того	163	-	gent	neut	-	ADJF	nmod	дискуссии	NOUN	inan	gent	femn	NOUN	-0.33732354723744923	0	0
насколько	163	-	-	-	-	ADVB	advmod	доказана	PRTS	-	-	femn	PRTS	-0.33732354723744923	0	0
доказана	163	-	-	femn	-	PRTS	acl	того	ADJF	-	gent	neut	ADJF	-0.33732354723744923	0	0
польза	163	inan	nomn	femn	-	NOUN	nsubj:pass	доказана	PRTS	-	-	femn	PRTS	-0.33732354723744923	0	0
лечения	163	inan	gent	neut	-	NOUN	nmod	польза	NOUN	inan	nomn	femn	NOUN	-0.33732354723744923	0	0
И	163	-	-	-	-	CONJ	cc	указывают	VERB	-	-	-	VERB	-0.32209672778844833	0	0
если	163	-	-	-	-	CONJ	mark	доказана	PRTS	-	-	femn	PRTS	-0.32209672778844833	0	0
она	163	-	nomn	femn	3per	NPRO	nsubj:pass	доказана	PRTS	-	-	femn	PRTS	-0.32209672778844833	0	0
доказана	163	-	-	femn	-	PRTS	advcl	указывают	VERB	-	-	-	VERB	-0.32209672778844833	0	0
недостаточно	163	-	-	-	-	ADVB	advmod	доказана	PRTS	-	-	femn	PRTS	-0.32209672778844833	0	0
на	163	-	-	-	-	PREP	case	факт	NOUN	inan	nomn	masc	NOUN	-0.32209672778844833	0	0
этот	163	inan	accs	masc	-	ADJF	det	факт	NOUN	inan	nomn	masc	NOUN	-0.32209672778844833	0	0
факт	163	inan	nomn	masc	-	NOUN	obl	указывают	VERB	-	-	-	VERB	-0.32209672778844833	0	0
указывают	163	-	-	-	3per	VERB	ROOT	указывают	VERB	-	-	-	VERB	-0.32209672778844833	0	0
в	163	-	-	-	-	PREP	case	числе	NOUN	inan	loct	neut	NOUN	-0.32209672778844833	0	0
том	163	-	loct	neut	-	ADJF	det	числе	NOUN	inan	loct	neut	NOUN	-0.32209672778844833	0	0
числе	163	inan	loct	neut	-	NOUN	obl	указывают	VERB	-	-	-	VERB	-0.32209672778844833	0	0
и	163	-	-	-	-	CONJ	advmod	относительно	PREP	-	-	-	PREP	-0.32209672778844833	0	0
относительно	163	-	-	-	-	PREP	conj	указывают	VERB	-	-	-	VERB	-0.32209672778844833	0	0
гепС	163	inan	nomn	masc	-	NOUN	ROOT	гепС	NOUN	inan	nomn	masc	NOUN	-0.32209672778844833	0	0
Т	163	-	-	-	-	ADVB	ROOT	Т	ADVB	-	-	-	ADVB	-0.5827446654438972	0	0
е	163	-	-	-	3per	VERB	punct	Т	ADVB	-	-	-	ADVB	-0.5827446654438972	0	0
с	163	-	-	-	-	PREP	case	точки	NOUN	inan	gent	femn	NOUN	-0.30411534040467814	0	0
точки	163	inan	gent	femn	-	NOUN	obl	есть	INFN	-	-	-	INFN	-0.30411534040467814	0	0
зрения	163	inan	gent	neut	-	NOUN	compound	точки	NOUN	inan	gent	femn	NOUN	-0.30411534040467814	0	0
доказательной	163	-	gent	femn	-	ADJF	amod	медицины	NOUN	inan	gent	femn	NOUN	-0.30411534040467814	0	0
медицины	163	inan	gent	femn	-	NOUN	nmod	точки	NOUN	inan	gent	femn	NOUN	-0.30411534040467814	0	0
есть	163	-	-	-	-	INFN	ROOT	есть	INFN	-	-	-	INFN	-0.30411534040467814	0	0
известное	163	-	nomn	neut	-	ADJF	amod	сообщество	NOUN	inan	accs	neut	NOUN	-0.30411534040467814	0	0
Кокрейновское	163	-	nomn	neut	-	ADJF	amod	сообщество	NOUN	inan	accs	neut	NOUN	-0.30411534040467814	0	0
сообщество	163	inan	accs	neut	-	NOUN	nsubj	есть	INFN	-	-	-	INFN	-0.30411534040467814	0	0
которое	163	-	nomn	neut	-	ADJF	nmod	сообщество	NOUN	inan	accs	neut	NOUN	-0.30411534040467814	0	0
дает	163	-	-	-	3per	VERB	parataxis	есть	INFN	-	-	-	INFN	-0.30411534040467814	0	0
экспертную	163	-	accs	femn	-	ADJF	amod	оценку	NOUN	inan	accs	femn	NOUN	-0.30411534040467814	0	0
оценку	163	inan	accs	femn	-	NOUN	obj	дает	VERB	-	-	-	VERB	-0.30411534040467814	0	0
уровню	163	inan	datv	masc	-	NOUN	iobj	дает	VERB	-	-	-	VERB	-0.30411534040467814	0	0
доказанности	163	inan	gent	femn	-	NOUN	nmod	уровню	NOUN	inan	datv	masc	NOUN	-0.30411534040467814	0	0
препаратов	163	inan	gent	masc	-	NOUN	nmod	доказанности	NOUN	inan	gent	femn	NOUN	-0.30411534040467814	0	0
просто	163	-	-	-	-	PRCL	ROOT	просто	PRCL	-	-	-	PRCL	-0.7001015096902847	0	0
анализ	163	inan	nomn	masc	-	NOUN	ROOT	анализ	NOUN	inan	nomn	masc	NOUN	-0.7001015096902847	0	0
Если	163	-	-	-	-	CONJ	mark	провозгласила	VERB	-	-	femn	VERB	-0.4313176869387355	0	0
например	163	-	-	-	-	CONJ	advmod	провозгласила	VERB	-	-	femn	VERB	-0.4313176869387355	0	0
ВОЗ	163	inan	gent	femn	-	NOUN	nsubj	провозгласила	VERB	-	-	femn	VERB	-0.4313176869387355	0	0
провозгласила	163	-	-	femn	-	VERB	advcl	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
что	163	-	-	-	-	CONJ	mark	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
грядет	163	-	-	-	3per	VERB	ROOT	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
ужасная	163	-	nomn	femn	-	ADJF	amod	пандемия	NOUN	inan	nomn	femn	NOUN	-0.4313176869387355	0	0
пандемия	163	inan	nomn	femn	-	NOUN	nsubj	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
свиного	163	-	gent	masc	-	ADJF	amod	гриппа	NOUN	inan	gent	masc	NOUN	-0.4313176869387355	0	0
гриппа	163	inan	gent	masc	-	NOUN	nmod	пандемия	NOUN	inan	nomn	femn	NOUN	-0.4313176869387355	0	0
и	163	-	-	-	-	CONJ	cc	закупаться	INFN	-	-	-	INFN	-0.4313176869387355	0	0
всем	163	-	datv	-	-	ADJF	iobj	закупаться	INFN	-	-	-	INFN	-0.4313176869387355	0	0
срочно	163	-	-	-	-	ADVB	advmod	закупаться	INFN	-	-	-	INFN	-0.4313176869387355	0	0
закупаться	163	-	-	-	-	INFN	conj	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
тамифлю	163	-	-	-	1per	VERB	obj	закупаться	INFN	-	-	-	INFN	-0.4313176869387355	мед	тамифлю
а	163	-	-	-	-	CONJ	cc	сообщество	NOUN	inan	accs	neut	NOUN	-0.4313176869387355	0	0
кокрейновское	163	-	nomn	neut	-	ADJF	amod	сообщество	NOUN	inan	accs	neut	NOUN	-0.4313176869387355	0	0
сообщество	163	inan	accs	neut	-	NOUN	conj	тамифлю	VERB	-	-	-	VERB	-0.4313176869387355	0	0
по	163	-	-	-	-	PREP	case	результатам	NOUN	inan	datv	masc	NOUN	-0.4313176869387355	0	0
результатам	163	inan	datv	masc	-	NOUN	obl	закупаться	INFN	-	-	-	INFN	-0.4313176869387355	0	0
анализа	163	inan	gent	masc	-	NOUN	nmod	результатам	NOUN	inan	datv	masc	NOUN	-0.4313176869387355	0	0
исследований	163	inan	gent	neut	-	NOUN	nmod	анализа	NOUN	inan	gent	masc	NOUN	-0.4313176869387355	0	0
сказало	163	-	-	neut	-	VERB	conj	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
что	163	-	-	-	-	CONJ	mark	ерунда	NOUN	inan	nomn	femn	NOUN	-0.4313176869387355	0	0
это	163	-	-	-	-	PRCL	nsubj	ерунда	NOUN	inan	nomn	femn	NOUN	-0.4313176869387355	0	0
ерунда	163	inan	nomn	femn	-	NOUN	nsubj	сказало	VERB	-	-	neut	VERB	-0.4313176869387355	0	0
и	163	-	-	-	-	CONJ	cc	запугивание	NOUN	inan	nomn	neut	NOUN	-0.4313176869387355	0	0
безосновательное	163	-	nomn	neut	-	ADJF	amod	запугивание	NOUN	inan	nomn	neut	NOUN	-0.4313176869387355	0	0
запугивание	163	inan	nomn	neut	-	NOUN	conj	ерунда	NOUN	inan	nomn	femn	NOUN	-0.4313176869387355	0	0
стоит	163	-	-	-	-	VERB	conj	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
к	163	-	-	-	-	PREP	case	ним	NPRO	-	datv	-	NPRO	-0.4313176869387355	0	0
ним	163	-	datv	-	3per	NPRO	obl	прислушаться	INFN	-	-	-	INFN	-0.4313176869387355	0	0
прислушаться	163	-	-	-	-	INFN	csubj	стоит	VERB	-	-	-	VERB	-0.4313176869387355	0	0
ИМХO	163	-	-	-	-	-	iobj	грядет	VERB	-	-	-	VERB	-0.4313176869387355	0	0
Хотя	163	-	-	-	-	CONJ	mark	можно	PRED	-	-	-	PRED	-0.40853360504843295	0	0
можно	163	-	-	-	-	PRED	ROOT	можно	PRED	-	-	-	PRED	-0.40853360504843295	0	0
назвать	163	-	-	-	-	INFN	csubj	можно	PRED	-	-	-	PRED	-0.40853360504843295	0	0
это	163	-	-	-	-	PRCL	obj	назвать	INFN	-	-	-	INFN	-0.40853360504843295	0	0
свиной	163	-	nomn	masc	-	ADJF	amod	грипп	NOUN	inan	nomn	masc	NOUN	-0.40853360504843295	0	0
грипп	163	inan	nomn	masc	-	NOUN	obj	назвать	INFN	-	-	-	INFN	-0.40853360504843295	0	0
диссиденством	163	inan	ablt	neut	-	NOUN	xcomp	назвать	INFN	-	-	-	INFN	-0.40853360504843295	0	0
например	163	-	-	-	-	CONJ	punct	можно	PRED	-	-	-	PRED	-0.40853360504843295	0	0
тут	163	-	-	-	-	ADVB	advmod	возникает	VERB	-	-	-	VERB	-0.5929933395236731	0	0
возникает	163	-	-	-	3per	VERB	ROOT	возникает	VERB	-	-	-	VERB	-0.5929933395236731	0	0
вопрос	163	inan	nomn	masc	-	NOUN	nsubj	возникает	VERB	-	-	-	VERB	-0.5929933395236731	0	0
а	163	-	-	-	-	CONJ	cc	можно	PRED	-	-	-	PRED	-0.5929933395236731	0	0
насколько	163	-	-	-	-	ADVB	advmod	можно	PRED	-	-	-	PRED	-0.5929933395236731	0	0
можно	163	-	-	-	-	PRED	nmod	вопрос	NOUN	inan	nomn	masc	NOUN	-0.5929933395236731	0	0
доверять	163	-	-	-	-	INFN	csubj	можно	PRED	-	-	-	PRED	-0.5929933395236731	0	0
рекомендациям	163	inan	datv	femn	-	NOUN	iobj	доверять	INFN	-	-	-	INFN	-0.5929933395236731	0	0
тех	163	-	gent	-	-	ADJF	det	организаций	NOUN	inan	gent	femn	NOUN	-0.5929933395236731	0	0
или	163	-	-	-	-	CONJ	cc	иных	ADJF	-	gent	-	ADJF	-0.5929933395236731	0	0
иных	163	-	gent	-	-	ADJF	conj	тех	ADJF	-	gent	-	ADJF	-0.5929933395236731	0	0
организаций	163	inan	gent	femn	-	NOUN	nmod	рекомендациям	NOUN	inan	datv	femn	NOUN	-0.5929933395236731	0	0
когда	163	-	-	-	-	CONJ	mark	имеют	VERB	-	-	-	VERB	-0.5929933395236731	0	0
многие	163	-	nomn	-	-	NPRO	nsubj	имеют	VERB	-	-	-	VERB	-0.5929933395236731	0	0
из	163	-	-	-	-	PREP	case	участников	NOUN	anim	gent	masc	NOUN	-0.5929933395236731	0	0
их	163	-	accs	-	3per	NPRO	nmod	участников	NOUN	anim	gent	masc	NOUN	-0.5929933395236731	0	0
участников	163	anim	gent	masc	-	NOUN	nmod	многие	NPRO	-	nomn	-	NPRO	-0.5929933395236731	0	0
имеют	163	-	-	-	3per	VERB	ccomp	доверять	INFN	-	-	-	INFN	-0.5929933395236731	0	0
тесные	163	inan	accs	-	-	ADJF	amod	связи	NOUN	inan	gent	femn	NOUN	-0.5929933395236731	0	0
связи	163	inan	gent	femn	-	NOUN	obj	имеют	VERB	-	-	-	VERB	-0.5929933395236731	0	0
с	163	-	-	-	-	PREP	case	фарбизнесом	NOUN	inan	ablt	masc	NOUN	-0.5929933395236731	0	0
фарбизнесом	163	inan	ablt	masc	-	NOUN	nmod	связи	NOUN	inan	gent	femn	NOUN	-0.5929933395236731	0	0
и	163	-	-	-	-	CONJ	cc	фин	ADJF	-	nomn	masc	ADJF	-0.5929933395236731	0	0
фин	163	-	nomn	masc	-	ADJF	conj	связи	NOUN	inan	gent	femn	NOUN	-0.5929933395236731	0	0
конфликты	163	inan	nomn	masc	-	NOUN	obj	имеют	VERB	-	-	-	VERB	-0.5929933395236731	0	0
интересов	163	inan	gent	masc	-	NOUN	punct	возникает	VERB	-	-	-	VERB	-0.5929933395236731	0	0
Serg	164	-	-	-	-	-	nsubj	писал	VERB	-	-	masc	VERB	-1.1367228808147567	0	0
писал	164	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	-1.1367228808147567	0	0
а	164	-	-	-	-	CONJ	cc	июл	-	-	-	-	-	-1.1367228808147567	0	0
7	164	-	-	-	-	-	nummod	июл	-	-	-	-	-	-1.1367228808147567	0	0
июл	164	-	-	-	-	-	obl	писал	VERB	-	-	masc	VERB	-1.1367228808147567	0	0
2018	164	-	-	-	-	-	appos	июл	-	-	-	-	-	-1.1367228808147567	0	0
11	164	-	-	-	-	-	nummod	11	-	-	-	-	-	-1.1367228808147567	0	0
11	164	-	-	-	-	-	nummod	июл	-	-	-	-	-	-1.1367228808147567	0	0
Вы	164	-	nomn	-	2per	NPRO	nsubj	имеете	VERB	-	-	-	VERB	-1.1367228808147567	0	0
кого	164	-	gent	masc	-	NPRO	obj	имеете	VERB	-	-	-	VERB	-1.1367228808147567	0	0
конкретно	164	-	-	-	-	ADVB	advmod	кого	NPRO	-	gent	masc	NPRO	-1.1367228808147567	0	0
имеете	164	-	-	-	2per	VERB	parataxis	писал	VERB	-	-	masc	VERB	-1.1367228808147567	0	0
в	164	-	-	-	-	PREP	advmod	имеете	VERB	-	-	-	VERB	-1.1367228808147567	0	0
виду	164	inan	loc2	masc	-	NOUN	fixed	в	PREP	-	-	-	PREP	-1.1367228808147567	0	0
Всех	164	-	gent	-	-	ADJF	det	ВГС	-	-	-	-	-	-0.3658220445116361	0	0
ВГС	164	-	-	-	-	-	ROOT	ВГС	-	-	-	-	-	-0.3658220445116361	0	0
диссидентов	164	anim	gent	masc	-	NOUN	nmod	ВГС	-	-	-	-	-	-0.3658220445116361	0	0
по	164	-	-	-	-	PREP	case	Вашим	ADJF	-	datv	-	ADJF	-0.3658220445116361	0	0
Вашим	164	-	datv	-	-	ADJF	det	ссылкам	NOUN	inan	datv	femn	NOUN	-0.3658220445116361	0	0
ссылкам	164	inan	datv	femn	-	NOUN	ROOT	ссылкам	NOUN	inan	datv	femn	NOUN	-0.3658220445116361	0	0
Они	164	-	nomn	-	3per	NPRO	nsubj	персонал	NOUN	inan	nomn	masc	NOUN	-0.5692750431065049	0	0
все	164	-	-	-	-	PRCL	det	персонал	NOUN	inan	nomn	masc	NOUN	-0.5692750431065049	0	0
наёмный	164	-	nomn	masc	-	ADJF	amod	персонал	NOUN	inan	nomn	masc	NOUN	-0.5692750431065049	0	0
персонал	164	inan	nomn	masc	-	NOUN	nsubj	получает	VERB	-	-	-	VERB	-0.5692750431065049	0	0
госклиник	164	inan	gent	femn	-	NOUN	nmod	персонал	NOUN	inan	nomn	masc	NOUN	-0.5692750431065049	0	0
а	164	-	-	-	-	CONJ	cc	сотрудник	NOUN	anim	nomn	masc	NOUN	-0.5692750431065049	0	0
любой	164	-	gent	femn	-	ADJF	det	сотрудник	NOUN	anim	nomn	masc	NOUN	-0.5692750431065049	0	0
сотрудник	164	anim	nomn	masc	-	NOUN	conj	госклиник	NOUN	inan	gent	femn	NOUN	-0.5692750431065049	0	0
госклиники	164	inan	gent	femn	-	NOUN	nmod	сотрудник	NOUN	anim	nomn	masc	NOUN	-0.5692750431065049	0	0
получает	164	-	-	-	3per	VERB	ROOT	получает	VERB	-	-	-	VERB	-0.5692750431065049	0	0
зарплату	164	inan	accs	femn	-	NOUN	obj	получает	VERB	-	-	-	VERB	-0.5692750431065049	0	0
от	164	-	-	-	-	PREP	case	Минздрава	NOUN	inan	gent	masc	NOUN	-0.5692750431065049	0	0
национального	164	-	gent	neut	-	ADJF	amod	Минздрава	NOUN	inan	gent	masc	NOUN	-0.5692750431065049	0	0
Минздрава	164	inan	gent	masc	-	NOUN	obl	получает	VERB	-	-	-	VERB	-0.5692750431065049	0	0
Ну	164	-	-	-	-	PRCL	discourse	питается	VERB	-	-	-	VERB	-0.6128514894905189	0	0
или	164	-	-	-	-	CONJ	cc	духом	NOUN	inan	ablt	masc	NOUN	-0.6128514894905189	0	0
святым	164	-	ablt	masc	-	ADJF	amod	духом	NOUN	inan	ablt	masc	NOUN	-0.6128514894905189	0	0
духом	164	inan	ablt	masc	-	NOUN	conj	Ну	PRCL	-	-	-	PRCL	-0.6128514894905189	0	0
питается	164	-	-	-	3per	VERB	ROOT	питается	VERB	-	-	-	VERB	-0.6128514894905189	0	0
если	164	-	-	-	-	CONJ	compound	питается	VERB	-	-	-	VERB	-0.6128514894905189	0	0
гос	164	inan	nomn	masc	-	NOUN	nsubj	питается	VERB	-	-	-	VERB	-0.6128514894905189	0	0
во	164	-	-	-	-	PREP	case	зарплату	NOUN	inan	accs	femn	NOUN	-0.6128514894905189	0	0
зарплату	164	inan	accs	femn	-	NOUN	nmod	гос	NOUN	inan	nomn	masc	NOUN	-0.6128514894905189	0	0
регулярно	164	-	-	-	-	ADVB	advmod	питается	VERB	-	-	-	VERB	-0.6128514894905189	0	0
не	164	-	-	-	-	PRCL	advmod	питается	VERB	-	-	-	VERB	-0.6128514894905189	0	0
доплачивает	164	-	-	-	3per	VERB	punct	питается	VERB	-	-	-	VERB	-0.6128514894905189	0	0
Неужели	164	-	-	-	-	PRCL	advmod	надо	PRED	-	-	-	PRED	-0.5848508737981319	0	0
надо	164	-	-	-	-	PRED	ROOT	надо	PRED	-	-	-	PRED	-0.5848508737981319	0	0
доказывать	164	-	-	-	-	INFN	csubj	надо	PRED	-	-	-	PRED	-0.5848508737981319	0	0
что	164	-	-	-	-	CONJ	mark	получает	VERB	-	-	-	VERB	-0.5848508737981319	0	0
врач	164	anim	nomn	masc	-	NOUN	nsubj	получает	VERB	-	-	-	VERB	-0.5848508737981319	0	0
в	164	-	-	-	-	PREP	case	госклинике	NOUN	inan	datv	femn	NOUN	-0.5848508737981319	0	0
госклинике	164	inan	datv	femn	-	NOUN	nmod	врач	NOUN	anim	nomn	masc	NOUN	-0.5848508737981319	0	0
получает	164	-	-	-	3per	VERB	ccomp	доказывать	INFN	-	-	-	INFN	-0.5848508737981319	0	0
зарплату	164	inan	accs	femn	-	NOUN	obj	получает	VERB	-	-	-	VERB	-0.5848508737981319	0	0
от	164	-	-	-	-	PREP	case	Минздрава	NOUN	inan	gent	masc	NOUN	-0.5848508737981319	0	0
национального	164	-	gent	neut	-	ADJF	amod	Минздрава	NOUN	inan	gent	masc	NOUN	-0.5848508737981319	0	0
Минздрава	164	inan	gent	masc	-	NOUN	obl	надо	PRED	-	-	-	PRED	-0.5848508737981319	0	0
Хотя	164	-	-	-	-	CONJ	mark	похоже	ADVB	-	-	-	ADVB	-0.6221691147269061	0	0
в	164	-	-	-	-	PREP	case	России	NOUN	inan	gent	femn	NOUN	-0.6221691147269061	0	0
России	164	inan	gent	femn	-	NOUN	obl	похоже	ADVB	-	-	-	ADVB	-0.6221691147269061	0	0
часто	164	-	-	-	-	ADVB	advmod	похоже	ADVB	-	-	-	ADVB	-0.6221691147269061	0	0
похоже	164	-	-	-	-	ADVB	ROOT	похоже	ADVB	-	-	-	ADVB	-0.6221691147269061	0	0
на	164	-	-	-	-	PREP	case	то	CONJ	-	-	-	CONJ	-0.6221691147269061	0	0
то	164	-	-	-	-	CONJ	obl	похоже	ADVB	-	-	-	ADVB	-0.6221691147269061	0	0
что	164	-	-	-	-	CONJ	mark	платит	VERB	-	-	-	VERB	-0.6221691147269061	0	0
врачу	164	anim	datv	masc	-	NOUN	iobj	платит	VERB	-	-	-	VERB	-0.6221691147269061	0	0
государство	164	inan	nomn	neut	-	NOUN	nsubj	платит	VERB	-	-	-	VERB	-0.6221691147269061	0	0
не	164	-	-	-	-	PRCL	advmod	платит	VERB	-	-	-	VERB	-0.6221691147269061	0	0
платит	164	-	-	-	3per	VERB	acl	то	CONJ	-	-	-	CONJ	-0.6221691147269061	0	0
ничего	164	-	-	-	-	ADVB	det	даёт	VERB	-	-	-	VERB	-0.6221691147269061	0	0
даёт	164	-	-	-	3per	VERB	obj	платит	VERB	-	-	-	VERB	-0.6221691147269061	0	0
стетоскоп	164	inan	nomn	masc	-	NOUN	obj	платит	VERB	-	-	-	VERB	-0.6221691147269061	0	0
а	164	-	-	-	-	CONJ	cc	выкручивайся	VERB	-	-	-	VERB	-0.6221691147269061	0	0
дальше	164	-	-	-	-	COMP	advmod	выкручивайся	VERB	-	-	-	VERB	-0.6221691147269061	0	0
как	164	-	-	-	-	CONJ	case	гаишник	NOUN	anim	nomn	masc	NOUN	-0.6221691147269061	0	0
гаишник	164	anim	nomn	masc	-	NOUN	obl	дальше	COMP	-	-	-	COMP	-0.6221691147269061	0	0
с	164	-	-	-	-	PREP	case	палочкой	NOUN	inan	ablt	femn	NOUN	-0.6221691147269061	0	0
полосатой	164	-	gent	femn	-	ADJF	amod	палочкой	NOUN	inan	ablt	femn	NOUN	-0.6221691147269061	0	0
палочкой	164	inan	ablt	femn	-	NOUN	nmod	гаишник	NOUN	anim	nomn	masc	NOUN	-0.6221691147269061	0	0
выкручивайся	164	-	-	-	-	VERB	conj	похоже	ADVB	-	-	-	ADVB	-0.6221691147269061	0	0
сам	164	-	nomn	masc	-	ADJF	punct	похоже	ADVB	-	-	-	ADVB	-0.6221691147269061	0	0
kargyraa	165	-	-	-	-	-	nsubj	дайте	VERB	-	-	-	VERB	-0.5308332608805763	0	0
Ну	165	-	-	-	-	PRCL	discourse	дайте	VERB	-	-	-	VERB	-0.5308332608805763	0	0
вы	165	-	nomn	-	2per	NPRO	nsubj	дайте	VERB	-	-	-	VERB	-0.5308332608805763	0	0
конкретно	165	-	-	-	-	ADVB	advmod	дайте	VERB	-	-	-	VERB	-0.5308332608805763	0	0
дайте	165	-	-	-	-	VERB	ROOT	дайте	VERB	-	-	-	VERB	-0.5308332608805763	0	0
пруф	165	anim	nomn	masc	-	NOUN	obj	дайте	VERB	-	-	-	VERB	-0.5308332608805763	0	0
о	165	-	-	-	-	PREP	case	ком	NPRO	-	loct	masc	NPRO	-0.5308332608805763	0	0
ком	165	-	loct	masc	-	NPRO	nmod	пруф	NOUN	anim	nomn	masc	NOUN	-0.5308332608805763	0	0
говорите	165	-	-	-	2per	VERB	punct	дайте	VERB	-	-	-	VERB	-0.5308332608805763	0	0
Много	165	-	-	-	-	ADVB	nsubj	работают	VERB	-	-	-	VERB	-0.5261883011886052	0	0
специалистов	165	anim	gent	masc	-	NOUN	obl	Много	ADVB	-	-	-	ADVB	-0.5261883011886052	0	0
работают	165	-	-	-	3per	VERB	ROOT	работают	VERB	-	-	-	VERB	-0.5261883011886052	0	0
в	165	-	-	-	-	PREP	case	клиниках	NOUN	inan	loct	femn	NOUN	-0.5261883011886052	0	0
частных	165	-	gent	-	-	ADJF	amod	клиниках	NOUN	inan	loct	femn	NOUN	-0.5261883011886052	0	0
клиниках	165	inan	loct	femn	-	NOUN	obl	работают	VERB	-	-	-	VERB	-0.5261883011886052	0	0
исследовательских	165	-	gent	-	-	ADJF	amod	центрах	NOUN	inan	loct	masc	NOUN	-0.5261883011886052	0	0
центрах	165	inan	loct	masc	-	NOUN	nmod	клиниках	NOUN	inan	loct	femn	NOUN	-0.5261883011886052	0	0
институтах	165	inan	loct	masc	-	NOUN	obl	работают	VERB	-	-	-	VERB	-0.5261883011886052	0	0
не	165	-	-	-	-	PRCL	advmod	получая	GRND	-	-	-	GRND	-0.5261883011886052	0	0
получая	165	-	-	-	-	GRND	advcl	работают	VERB	-	-	-	VERB	-0.5261883011886052	0	0
зарплату	165	inan	accs	femn	-	NOUN	obj	получая	GRND	-	-	-	GRND	-0.5261883011886052	0	0
от	165	-	-	-	-	PREP	case	государства	NOUN	inan	gent	neut	NOUN	-0.5261883011886052	0	0
государства	165	inan	gent	neut	-	NOUN	obl	получая	GRND	-	-	-	GRND	-0.5261883011886052	0	0
Serg	166	-	-	-	-	-	nsubj	представляют	VERB	-	-	-	VERB	-0.17941308276433693	0	0
